@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute mono_feature33 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature841 numeric
@attribute bi_feature1002 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0.171717,0,0,0,0.142132,0.005076,0,0.518716,0.534919,0.633326,0
0,0.108959,0.002421,0,0,0.095094,0.012114,0,0.582054,0.605242,0.716073,0
0.007475,0.023492,0.001068,0,0,0.019226,0.002136,0,0.825553,0.867929,1.040450,1
0,0.129496,0.007194,0,0,0.104693,0,0,0.702371,0.730421,0.871326,0
0,0.014756,0,0,0,0.004545,0.009091,0,0.355373,0.364585,0.411364,0
0.035156,0.039062,0,0,0,0.027451,0.003922,0,0.069077,0.078751,0.074157,2
0.020833,0.068376,0.000534,0,0,0.061999,0.003207,0,0.407088,0.424901,0.499333,2
0.00163,0.012225,0,0,0,0.007746,0.002854,0,0.795287,0.835615,0.998979,2
0,0.072165,0,0,0,0.051724,0.003448,0,0.607735,0.630860,0.749810,0
0,0.044745,0.001041,0,0,0.01875,0.01875,0,0.293579,0.298965,0.336738,0
0,0.175214,0,0,0,0.16309,0.012876,0,0.524681,0.541024,0.638925,2
0,0.11353,0.000518,0,0,0.104772,0.005705,0,0.603436,0.628058,0.744125,1
0.001483,0.003955,0,0,0,0.002967,0.00544,0,0.771524,0.811092,0.966196,1
0,0.191781,0,0,0,0.16055,0,0,0.580098,0.597249,0.707995,0
0,0.17037,0.005291,0,0,0.130297,0.011653,0,0.311287,0.313576,0.353270,0
0,0.167173,0,0,0,0.140244,0.009146,0,0.452033,0.464132,0.543559,1
0.011599,0.104391,0.000829,0,0,0.089552,0.006633,0,0.496347,0.514987,0.606396,0
0.02871,0.018978,0,0,0,0.013632,0.003895,0,0.676366,0.710778,0.847917,0
0,0.105263,0,0,0,0.080986,0.007042,0,0.507129,0.525602,0.620344,0
0,0.036949,0.001192,0,0,0.013126,0.011933,0,0.328248,0.336632,0.384575,0
0,0.033951,0,0,0,0.021672,0,0,0.640179,0.669701,0.799555,0
0,0.066895,0,0,0,0.051502,0.007725,0,0.602888,0.628722,0.743928,0
0,0.013477,0,0,0,0.008766,0.002023,0,0.868149,0.912967,1.094741,0
0,0.023256,0,0,0,0.016667,0.01,0,0.714025,0.749409,0.895573,0
0,0.049065,0.004673,0,0,0.033918,0.024561,0,0.304738,0.311109,0.350730,0
0,0.110638,0,0,0,0.07265,0.008547,0,0.382888,0.395313,0.460229,0
0.011029,0.106005,0.000613,0,0,0.091355,0.014102,0,0.445706,0.461191,0.535467,0
0,0.023826,0,0,0,0.018233,0.00561,0,0.838366,0.881000,1.055746,0
0,0.208333,0,0,0,0.188153,0,0,0.613497,0.633293,0.751575,0
0.00365,0.088808,0.001217,0,0,0.054811,0.021924,0,0.264039,0.266525,0.299708,0
0,0.147368,0,0,0,0.121693,0.005291,0,0.362471,0.370367,0.432223,0
0.014318,0.10324,0,0,0,0.092006,0.006033,0,0.575987,0.599541,0.710439,0
0,0.007274,0,0,0,0.005337,0.004367,0,0.804732,0.846437,1.011373,0
0,0.096667,0,0,0,0.06689,0,0,0.688264,0.716279,0.854425,0
0,0.152952,0,0,0,0.126231,0.016115,0,0.388970,0.396893,0.458653,0
0,0.026432,0,0,0,0.017699,0.013274,0,0.398611,0.410997,0.481029,0
0,0.075452,0,0,0,0.064894,0.008511,0,0.577877,0.602075,0.710057,0
0.002949,0.018873,0.000295,0,0,0.014749,0.00177,0,0.810280,0.851614,1.019571,2
0,0.111486,0.003378,0,0,0.088136,0,0,0.661748,0.687853,0.819834,0
0,0.153012,0.001205,0,0,0.13269,0.010856,0,0.341294,0.347437,0.398255,0
0,0.051643,0,0,0,0.04717,0.028302,0,0.507210,0.528341,0.616865,0
0,0.107567,0.001876,0,0,0.096996,0.006884,0,0.601954,0.625866,0.742433,0
0.050741,0.005211,0,0,0,0.003018,0.001646,0,0.287943,0.308146,0.357629,1
0.124579,0,0,0,0,0,0,0,0.033400,0.044495,0.034508,0
0.024752,0.00198,0,0,0,0,0,0,0.045184,0.060467,0.049335,0
0.197248,0.004587,0,0.004608,0,0,0.023041,0,0.125406,0.129190,0.135945,0
0.059829,0.095571,0,0,0,0.085537,0.003888,0,0.378876,0.394855,0.460593,1
0.021802,0.011919,0.000291,0,0,0.009014,0.003489,0,0.714764,0.752246,0.899453,2
0.036232,0.086957,0,0,0,0.054545,0.003636,0,0.504870,0.527517,0.625059,0
0.011659,0.087892,0,0,0,0.060144,0.008079,0,0.184205,0.189817,0.203888,0
0.115108,0.068345,0,0,0.00361,0.057762,0.01444,0,0.250488,0.260336,0.293780,1
0.07343,0.021256,0,0,0,0.014507,0.007737,0,0.316124,0.334167,0.385341,0
0.04126,0.009377,0.000375,0.00075,0,0.006754,0.002627,0,0.647152,0.681600,0.813039,1
0,0.063333,0.003333,0,0,0.040134,0,0,0.642624,0.673145,0.801476,0
0.030941,0.032178,0,0,0,0.022305,0.013631,0,0.152989,0.162915,0.168470,1
0,0.149254,0,0,0,0.13,0.01,0,0.485636,0.499761,0.585274,0
0.004945,0.050209,0.001141,0,0,0.041476,0.004186,0,0.698455,0.731651,0.872077,0
0.004135,0.012405,0,0,0,0.008276,0.005517,0,0.795856,0.837269,1.002532,0
0.018927,0.148265,0,0,0,0.123418,0.003165,0,0.457658,0.473658,0.557459,0
0.005484,0.091408,0.001828,0,0,0.056725,0.015554,0,0.310327,0.317079,0.361058,0
0,0.097826,0,0,0,0.076503,0.010929,0,0.375889,0.387090,0.448292,0
0,0.059493,0.000875,0,0,0.052539,0.012259,0,0.652902,0.682579,0.810580,0
0.041223,0.006948,0,0,0,0.005561,0.002317,0,0.638042,0.671933,0.799628,0
0.003745,0.074906,0,0,0,0.06391,0,0,0.605450,0.632266,0.752635,0
0,0.131522,0.002174,0,0,0.108814,0.014146,0,0.312887,0.317630,0.361410,0
0.00995,0.164179,0,0,0,0.125,0,0,0.389237,0.395489,0.462614,0
0.015135,0.122162,0.001081,0,0,0.106061,0.008658,0,0.466608,0.482981,0.564231,0
0.003564,0.012117,0.000713,0,0,0.009272,0,0,0.850985,0.895619,1.074323,0
0,0.098859,0.003802,0,0,0.072519,0,0,0.618333,0.642819,0.761522,0
0,0.122538,0.002188,0,0,0.089814,0.019715,0,0.303792,0.308483,0.348851,0
0,0.152174,0.005435,0,0,0.10929,0,0,0.259938,0.258834,0.294840,0
0,0.099822,0.000891,0,0,0.089206,0.005352,0,0.540544,0.561135,0.661085,0
0.056106,0.014521,0,0,0,0.011229,0.005945,0,0.551530,0.580735,0.688332,0
0.089655,0.158621,0.003448,0,0,0.121107,0,0,0.412435,0.422522,0.496232,0
0.009991,0.112625,0,0,0,0.079091,0.010909,0,0.346527,0.355631,0.406680,0
0.074534,0.111801,0,0,0,0.0875,0.0125,0,0.249183,0.253016,0.282237,0
0.006002,0.033613,0.0006,0,0,0.025225,0.005405,0,0.687459,0.721431,0.858827,0
0,0.005692,0,0,0,0.003986,0.003986,0,0.852990,0.897523,1.075181,0
0,0.150735,0,0,0,0.121771,0,0,0.641273,0.665218,0.790110,0
0,0.134541,0.002587,0,0,0.09456,0.015544,0,0.256669,0.257267,0.284933,0
0,0.098837,0,0,0,0.076023,0.011696,0,0.257802,0.262327,0.295228,0
0.020558,0.093979,0.000734,0,0,0.084497,0.005143,0,0.537447,0.560020,0.660391,0
0.021831,0.004245,0,0,0,0.002427,0.001214,0,0.745518,0.784921,0.939586,0
0.058309,0.037901,0.002915,0,0,0.023392,0,0,0.396682,0.415089,0.485464,0
0.021627,0.143151,0.00309,0,0,0.105155,0.014433,0,0.255829,0.256769,0.283345,0
0.054913,0.034682,0,0,0,0.023188,0.005797,0,0.529554,0.555625,0.660089,2
0.003525,0.121034,0,0,0,0.114118,0.010588,0,0.441403,0.456544,0.528647,0
0,0.001672,0,0,0,0.001115,0.004462,0,0.863415,0.908997,1.089016,0
0,0.145594,0,0,0,0.119231,0.003846,0,0.549130,0.569668,0.675062,0
0,0.09185,0,0,0,0.059585,0.028497,0,0.296948,0.302372,0.339333,0
0,0.034965,0,0,0,0.028169,0.035211,0,0.157533,0.160232,0.169426,0
0,0.035437,0.001107,0,0,0.026608,0.011086,0,0.611625,0.640267,0.760666,0
0.010496,0.005248,0,0,0,0.003341,0.005728,0,0.721780,0.759684,0.906583,0
0.028169,0.119718,0,0,0,0.088339,0,0,0.536594,0.555741,0.659150,0
0,0.22,0.002667,0,0,0.184246,0.018692,0,0.243345,0.239183,0.266237,0
0,0.09434,0,0,0,0.06962,0,0,0.480666,0.497548,0.584045,0
0,0.059524,0.00119,0,0,0.046484,0.013111,0,0.584482,0.610027,0.720435,0
0,0.011121,0.000855,0,0,0.008562,0.002568,0,0.897329,0.944180,1.133429,0
0,0.167315,0,0,0,0.140625,0.003906,0,0.605542,0.626718,0.743543,0
0,0.095528,0,0,0,0.066124,0.016277,0,0.325210,0.330287,0.377661,1
0,0.041667,0,0,0,0.02994,0.017964,0,0.459891,0.478094,0.557783,2
0,0.023548,0,0,0,0.01414,0.012569,0,0.602612,0.630308,0.746942,1
0.012672,0.013728,0.001584,0.000528,0,0.010565,0.000528,0,0.679614,0.714689,0.854783,1
0.043478,0.187291,0.003344,0,0,0.161074,0,0,0.455033,0.467501,0.550333,0
0.029151,0.031686,0,0,0,0.016497,0.013959,0,0.171950,0.181718,0.194626,0
0.068627,0.083333,0.004902,0,0,0.064039,0.019704,0,0.274509,0.282141,0.325431,0
0.013198,0.026396,0.001015,0,0,0.021341,0.002033,0,0.442421,0.466860,0.551087,0
0.002604,0.003472,0,0,0,0.001738,0.003475,0,0.839003,0.883400,1.058949,0
0.017241,0.12069,0,0,0,0.086505,0,0,0.437146,0.451436,0.530445,0
0,0.078889,0,0,0,0.05673,0.016685,0,0.247329,0.249185,0.276273,0
0,0.062241,0,0,0,0.05,0.008333,0,0.566085,0.589696,0.698347,1
0,0.079487,0.000855,0,0,0.065868,0.006843,0,0.636397,0.664181,0.788121,2
0,0.006809,0,0,0,0.003895,0.005842,0,0.883944,0.930155,1.116302,1
0,0.064639,0,0,0,0.041985,0.003817,0,0.638533,0.664959,0.790566,0
0,0.086705,0,0,0,0.061716,0.017358,0,0.315646,0.320707,0.365095,2
0,0.063953,0.005814,0,0,0.023392,0.005848,0,0.406077,0.415278,0.485049,0
0.007048,0.068128,0.000783,0,0,0.061129,0.004702,0,0.604463,0.631257,0.749462,1
0,0.02049,0.001499,0,0,0.0165,0.002,0,0.849899,0.893103,1.071024,2
0,0.084175,0,0,0,0.054054,0.006757,0,0.654022,0.681470,0.811712,1
0,0.079399,0.001073,0,0,0.051557,0.026853,0,0.224827,0.225740,0.246905,1
0,0.152284,0,0,0,0.122449,0.005102,0,0.416658,0.426367,0.501081,2
0.000723,0.095445,0.000723,0,0,0.086107,0.006512,0,0.470399,0.488321,0.573274,1
0.02725,0.004955,0,0,0,0.003717,0.003717,0,0.685953,0.722575,0.862076,0
0,0.05,0.003846,0,0,0.030888,0,0,0.657527,0.686586,0.817168,0
0,0.076426,0.002153,0,0,0.046336,0.007543,0,0.333513,0.339217,0.389882,2
0.127551,0.015306,0,0,0,0.005128,0.015385,0,0.155725,0.159024,0.170746,0
0.001241,0.055831,0.00062,0,0,0.047796,0.006828,0,0.631121,0.661358,0.785003,0
0.004077,0.028169,0.000371,0,0,0.02373,0.001112,0,0.794966,0.835318,1.000088,2
0,0.086957,0,0,0,0.060403,0,0,0.665757,0.693103,0.826081,0
0.031712,0.063425,0,0,0,0.037037,0.012698,0,0.210809,0.216806,0.235719,0
0.02809,0,0,0,0,0,0.033898,0,0.386136,0.404258,0.467397,0
0,0.081778,0,0,0,0.071174,0.009786,0,0.621782,0.648263,0.769231,0
0,0.003759,0,0,0,0.002351,0.003291,0,0.862218,0.907122,1.087260,0
0,0.114754,0,0,0,0.08642,0,0,0.595670,0.617867,0.734019,0
0,0.125152,0,0,0,0.096107,0.027981,0,0.249357,0.249505,0.277498,0
0.011236,0.129213,0.005618,0,0,0.107345,0.022599,0,0.251433,0.253279,0.283834,0
0,0.090997,0.000968,0,0,0.081395,0.011628,0,0.586554,0.609898,0.721311,0
0.000666,0.01932,0,0,0,0.015333,0.003333,0,0.783870,0.823349,0.984388,0
0.022581,0.158065,0,0,0,0.126214,0,0,0.479431,0.494844,0.584472,0
0,0.174142,0.001319,0,0,0.136063,0.019815,0,0.249005,0.247960,0.273698,0
0,0.032864,0,0,0,0.023585,0.018868,0,0.507544,0.529723,0.625669,1
0,0.053026,0,0,0,0.04729,0.00346,0,0.673888,0.705541,0.839832,0
0,0.000725,0,0,0,0,0.0029,0,0.855280,0.899930,1.078200,0
0,0.106529,0,0,0,0.086207,0,0,0.666695,0.693738,0.827105,0
0,0.106638,0,0,0,0.065359,0.014161,0,0.309533,0.313353,0.358210,0
0,0.067308,0,0,0,0.043478,0.009662,0,0.327933,0.344444,0.398924,1
0,0.118681,0,0,0,0.10341,0.0044,0,0.480477,0.496651,0.583951,0
0.013958,0.010806,0.0009,0,0,0.006757,0.001802,0.00045,0.675970,0.711221,0.848650,1
0.020057,0.091691,0.008596,0,0,0.063218,0.002874,0,0.417972,0.432806,0.508978,0
0,0.080717,0,0,0,0.058559,0.013514,0,0.295510,0.301142,0.344583,0
0.023474,0.061033,0.00939,0,0,0.042453,0.009434,0,0.057379,0.058867,0.051028,1
0.045952,0.06674,0,0,0,0.05805,0.003286,0,0.297851,0.314609,0.359971,0
0.05807,0.005944,0.000457,0,0,0.003202,0.002745,0,0.510856,0.539236,0.640595,0
0.030418,0.060837,0,0,0,0.045802,0.003817,0,0.410688,0.430133,0.504977,0
0,0.10962,0.002237,0,0,0.073908,0.017917,0,0.310596,0.314748,0.357109,0
0,0.105023,0.004566,0,0,0.073394,0.009174,0,0.553789,0.573640,0.679705,0
0,0.085619,0.001663,0,0,0.072379,0.007488,0,0.623687,0.649910,0.770886,0
0.004773,0.025776,0.001909,0,0,0.019102,0.001433,0,0.775956,0.814618,0.975332,0
0,0.076642,0,0,0,0.062271,0,0,0.645627,0.671538,0.800064,0
0.011677,0.117834,0,0,0,0.089267,0.024442,0,0.260974,0.263243,0.292038,0
0,0.102151,0,0,0,0.081081,0.005405,0,0.455952,0.467451,0.548486,1
0,0.030023,0,0,0,0.020809,0.024277,0,0.407059,0.421961,0.488318,0
0.005031,0.022918,0.000559,0,0,0.017897,0.001119,0,0.801784,0.842252,1.008922,0
0,0.119522,0.003984,0,0,0.092,0,0,0.556352,0.575236,0.680414,0
0.002347,0.156103,0.004695,0,0,0.128085,0.015276,0,0.295458,0.298079,0.339306,0
0,0.085,0,0,0,0.050251,0.01005,0,0.433226,0.448666,0.528883,0
0,0.113171,0.000976,0,0,0.105469,0.006836,0,0.501138,0.517991,0.611406,0
0.005213,0.017062,0,0,0,0.01138,0.002845,0,0.791574,0.832264,0.996998,0
0,0.138973,0,0,0,0.118182,0.00303,0,0.669955,0.696292,0.829247,0
0,0.028019,0.001932,0,0,0.012573,0.025145,0,0.315390,0.324937,0.368402,0
0,0.078704,0,0,0,0.060465,0.013953,0,0.390935,0.404439,0.472715,0
0,0.098843,0.001052,0,0,0.083158,0.009474,0,0.504467,0.521718,0.614416,0
0.002912,0.012231,0,0,0,0.006993,0.002914,0,0.830011,0.872605,1.046106,0
0,0.13355,0,0,0,0.107843,0.003268,0,0.641123,0.666134,0.793290,0
0,0.07394,0.001803,0,0,0.054152,0.017148,0,0.309748,0.316786,0.361250,0
0,0.049383,0,0,0,0.031056,0.037267,0,0.393425,0.406618,0.471428,0
0,0.06619,0,0,0,0.057296,0.011638,0,0.554283,0.578154,0.683663,1
0.017449,0.011421,0.000317,0,0,0.007617,0.001587,0,0.747298,0.786199,0.941509,2
0,0.069401,0,0,0,0.044304,0.012658,0,0.574836,0.599839,0.712492,0
0,0.096296,0.001058,0,0,0.066737,0.023305,0,0.305030,0.309924,0.354799,1
0.003802,0.087452,0,0,0,0.057252,0.007634,0,0.521664,0.541609,0.639171,0
0.00625,0.11875,0,0,0,0.110138,0.010013,0,0.459481,0.474475,0.556046,0
0.016839,0.016192,0.000648,0,0,0.009721,0.002592,0,0.653423,0.686778,0.819252,0
0,0.127413,0,0,0,0.104651,0,0,0.603227,0.626203,0.744457,0
0.007928,0.075878,0.003398,0,0,0.05102,0.012472,0,0.200654,0.205924,0.224628,0
0,0.096273,0,0,0,0.068536,0.006231,0,0.577880,0.599293,0.710485,1
0,0.1339,0.001063,0,0,0.120213,0.005319,0,0.471431,0.485812,0.571092,0
0.001793,0.016139,0,0,0,0.010167,0.000598,0,0.799863,0.841189,1.005927,0
0,0.145897,0.00304,0,0,0.118902,0,0,0.651257,0.675799,0.804255,0
0,0.091434,0.000962,0,0,0.069364,0.016378,0,0.293777,0.299461,0.341552,0
0.010204,0.081633,0,0,0,0.046154,0.005128,0,0.276246,0.282750,0.324263,0
0.007476,0.086256,0.000575,0,0,0.078251,0.009781,0,0.435420,0.453088,0.531496,0
0.019898,0.014213,0,0,0,0.00967,0.003982,0,0.660405,0.694641,0.829048,0
0,0.183333,0,0,0,0.155989,0,0,0.596248,0.616826,0.732390,0
0.012036,0.051153,0.001003,0,0,0.033133,0.022088,0,0.260197,0.269182,0.302751,0
0.039427,0.043011,0,0,0,0.010791,0.003597,0,0.358525,0.374949,0.437658,1
0.061493,0.032211,0.000732,0,0,0.025641,0.003663,0,0.222662,0.238014,0.269785,0
0.048689,0.01573,0.001498,0,0,0.007496,0.001499,0,0.480032,0.505837,0.598760,0
0.097403,0.090909,0.003247,0,0,0.071661,0,0,0.388113,0.403660,0.472528,0
0,0.060706,0,0,0,0.041989,0.023204,0,0.240130,0.242350,0.267813,0
0,0.085,0,0,0,0.045226,0.01005,0,0.411888,0.424579,0.496854,0
0.020979,0.035839,0,0,0,0.027122,0.011374,0,0.489709,0.511825,0.603529,0
0.015199,0.017733,0,0,0,0.014575,0.000634,0,0.784990,0.825122,0.988808,0
0,0.169435,0.006645,0,0,0.136667,0,0,0.626021,0.648659,0.771739,0
0,0.087666,0.001019,0,0,0.064286,0.021429,0,0.339786,0.347914,0.401200,0
0,0.11399,0,0,0,0.0625,0.010417,0,0.371367,0.381447,0.444623,0
0.008989,0.122472,0.001124,0,0,0.113611,0.008999,0,0.480461,0.496694,0.584300,0
0,0.022059,0,0,0,0.014713,0.002299,0,0.804512,0.844473,1.011381,1
0,0.145695,0,0,0,0.122924,0,0,0.642456,0.667248,0.794043,0
0,0.04626,0.000984,0,0,0.025616,0.017734,0,0.350075,0.360298,0.415810,0
0,0.148325,0.014354,0,0,0.120192,0.004808,0,0.475735,0.487318,0.570326,0
0,0.105473,0,0,0,0.09761,0.010956,0,0.578096,0.600313,0.709564,0
0.002101,0.02381,0.0007,0,0,0.017519,0.001402,0,0.784158,0.823023,0.984452,0
0,0.153846,0,0,0,0.124161,0,0,0.612631,0.633477,0.752647,0
0,0.131929,0,0,0,0.103219,0.024417,0,0.245755,0.246522,0.269626,0
0,0.166667,0,0,0,0.11976,0.02994,0,0.362192,0.368879,0.427902,0
0,0.059774,0,0,0,0.054141,0.005253,0,0.700792,0.732650,0.873556,2
0,0.012573,0,0,0,0.007741,0.004838,0,0.824507,0.866185,1.037762,1
0,0.141176,0,0,0,0.117994,0,0,0.658517,0.683427,0.812895,0
0,0.070159,0,0,0,0.048689,0.020599,0,0.313674,0.323133,0.366887,0
0.020833,0.182292,0,0,0,0.141361,0.015707,0,0.168751,0.166620,0.181178,0
0.004662,0.125874,0.001166,0,0,0.114352,0.010502,0,0.427451,0.440393,0.516508,0
0.017849,0.010984,0,0,0,0.006868,0.004121,0,0.794562,0.835328,1.000517,0
0,0.140523,0,0,0,0.111475,0,0,0.637625,0.661436,0.787349,0
0,0.103563,0.002227,0,0,0.074693,0.027871,0,0.251611,0.254141,0.282163,0
0,0.253521,0,0,0,0.205674,0.014184,0,0.277130,0.274482,0.308531,1
0.010536,0.10728,0,0,0,0.089166,0.00767,0,0.416705,0.431584,0.505295,0
0,0.042305,0.002188,0,0,0.030657,0,0,0.769367,0.805974,0.963797,0
0,0.047297,0,0,0,0.033898,0,0,0.627175,0.653147,0.776380,0
0,0.076121,0.001043,0,0,0.05428,0.021921,0,0.334277,0.343343,0.393821,1
0.062857,0.051429,0,0,0,0.034483,0.017241,0,0.234202,0.243851,0.275226,0
0.019555,0.065725,0.000543,0,0,0.054348,0.007609,0,0.628248,0.657252,0.780386,0
0.020916,0.011839,0.000789,0.000395,0,0.007501,0.001184,0,0.678237,0.713503,0.851980,1
0,0.070896,0.003731,0,0,0.044944,0,0,0.614935,0.639097,0.760417,0
0.005414,0.071926,0,0,0,0.051858,0.012384,0,0.272811,0.281901,0.320176,1
0.02809,0.106742,0,0,0,0.067797,0,0,0.321859,0.324568,0.375111,0
0.016512,0.112487,0.004128,0,0,0.099174,0.011364,0,0.479454,0.497194,0.582494,0
0.003431,0.011149,0,0,0,0.008584,0.000858,0,0.840799,0.884597,1.061108,0
0,0.184669,0.003484,0,0,0.157343,0,0,0.640683,0.663130,0.788450,0
0,0.099788,0.001062,0,0,0.080765,0.020191,0,0.326949,0.333810,0.377468,0
0.088542,0.036458,0,0,0,0.015707,0.015707,0,0.216666,0.224223,0.247874,0
0.043082,0.067937,0.003314,0,0,0.06136,0.001658,0,0.284095,0.298601,0.343068,0
0.046034,0.024404,0,0,0,0.018868,0.002775,0,0.623646,0.655358,0.781348,1
0,0.116541,0,0,0,0.086792,0.003774,0,0.532100,0.549429,0.650617,0
0.017503,0.063011,0.001167,0,0,0.038551,0.015187,0,0.177613,0.182718,0.197582,0
0,0.181373,0,0,0,0.152709,0.004926,0,0.454301,0.464260,0.546107,0
0,0.058164,0,0,0,0.04979,0.008415,0,0.640208,0.668377,0.794786,0
0.027246,0.015751,0,0,0,0.011925,0.002129,0,0.696256,0.733240,0.876443,0
0.019048,0.190476,0.003175,0,0,0.159236,0,0,0.522562,0.539160,0.638206,0
0,0.072437,0,0,0,0.051789,0.031073,0,0.281036,0.287094,0.319152,0
0,0.137931,0,0,0,0.092486,0.017341,0,0.343779,0.348790,0.402436,0
0.002011,0.042225,0,0,0,0.034876,0.006707,0,0.613871,0.643061,0.763530,0
0,0.01308,0,0,0,0.007853,0.003272,0,0.815820,0.857836,1.027533,0
0,0.176471,0.003676,0,0,0.151292,0,0,0.564517,0.585025,0.691735,0
0.031049,0.066381,0,0,0,0.039657,0.018221,0,0.207424,0.212523,0.233060,0
0,0.104603,0,0,0,0.071429,0.008403,0,0.475176,0.489654,0.576894,0
0.009709,0.099735,0.000883,0,0,0.091873,0.007951,0,0.493485,0.512595,0.603210,0
0,0.020111,0.000503,0,0,0.012575,0,0,0.824393,0.865499,1.037367,0
0,0.181818,0,0,0,0.153285,0,0,0.598305,0.617754,0.733721,0
0,0.065652,0.000951,0,0,0.045714,0.022857,0,0.323468,0.332048,0.375818,0
0.011696,0.046784,0,0,0,0.029412,0.011765,0,0.147641,0.152578,0.165070,0
0.008889,0.095556,0.001111,0,0,0.084538,0.014461,0,0.400706,0.414315,0.481258,0
0,0.025781,0.000781,0,0,0.015637,0.001564,0,0.797375,0.836518,1.001536,0
0,0.220532,0,0,0,0.19084,0,0,0.580285,0.597081,0.707756,0
0.027115,0.105206,0,0,0,0.07709,0.014115,0,0.156121,0.157988,0.166417,1
0,0.142857,0,0,0,0.127072,0.01105,0,0.406677,0.415823,0.483952,0
0,0.097933,0,0,0,0.086057,0.007625,0,0.532865,0.553143,0.652995,0
0,0.013803,0.00069,0,0,0.007597,0,0,0.834325,0.876562,1.051293,1
0,0.043321,0,0,0,0.021739,0.003623,0,0.645221,0.673340,0.802206,0
0,0.072009,0,0,0,0.05,0.022093,0,0.270544,0.274437,0.308237,0
0,0.267974,0.006536,0,0,0.197368,0,0,0.321231,0.316420,0.363852,0
0.019743,0.115499,0.000987,0,0,0.108696,0.005929,0,0.507201,0.525424,0.618635,0
0.009187,0.010601,0.00212,0,0,0.006365,0,0,0.780957,0.821697,0.984742,0
0.003497,0.104895,0.006993,0,0,0.080702,0,0,0.467000,0.486378,0.573542,0
0.020743,0.045808,0,0,0,0.030277,0.015571,0,0.246780,0.255023,0.285863,0
0,0.140244,0,0,0,0.110429,0.02454,0,0.183525,0.181021,0.195679,0
0.002819,0.086681,0,0,0,0.080395,0.006347,0,0.618300,0.644775,0.764556,0
0,0.006961,0,0,0,0.004644,0.001548,0,0.795368,0.836289,1.001558,0
0.068027,0.129252,0.003401,0,0,0.105802,0,0,0.399415,0.412490,0.485224,0
0.01451,0.108827,0,0,0,0.087167,0.01937,0,0.264427,0.269618,0.300726,0
