@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature1324 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0.603285,0.624577,0.727126,1
0.001483,0,0,0,0.771258,0.806721,0.940307,1
0,0,0,0,0.579741,0.593623,0.693319,0
0,0,0,0,0.311134,0.311540,0.347374,0
0,0,0,0,0.451919,0.461252,0.532768,1
0.011599,0,0,0,0.496182,0.512088,0.593040,0
0.02871,0,0,0,0.676130,0.707120,0.825528,0
0,0,0,0,0.506880,0.522638,0.605906,0
0,0,0,0,0.328006,0.334172,0.376583,0
0,0,0,0,0.640011,0.665865,0.779284,0
0,0,0,0,0.602678,0.625026,0.725412,0
0,0,0,0,0.867835,0.908004,1.065285,0
0,0,0,0,0.713842,0.745173,0.872376,0
0,0,0,0,0.304512,0.308849,0.343668,0
0,0,0,0,0.382753,0.393194,0.450381,0
0.011029,0,0,0,0.445593,0.458457,0.523226,0
0,0,0,0,0.838068,0.876164,1.027600,0
0,0,0,0,0.613228,0.629566,0.735632,0
0.00365,0,0,0,0.263768,0.264467,0.293674,0
0,0,0,0,0.362293,0.368028,0.425230,0
0.014318,0,0,0,0.575826,0.596185,0.694106,0
0,0,0,0,0.804467,0.841874,0.984044,0
0,0,0,0,0.687863,0.712124,0.833579,0
0,0,0,0,0.388844,0.394241,0.449929,0
0,0,0,0,0.398354,0.407974,0.472556,0
0,0,0,0,0.577682,0.598584,0.693162,0
0.002949,0,0,0,0.809996,0.846998,0.992482,2
0,0,0,0,0.661387,0.683828,0.800764,0
0,0,0,0,0.341309,0.345176,0.391734,0
0,0,0,0,0.507110,0.525179,0.601722,0
0,0,0,0,0.601764,0.622189,0.725393,0
0.050741,0,0,0,0.288043,0.308294,0.348853,1
0.124579,0,0,0,0.033691,0.048285,0.036009,0
0.024752,0,0,0,0.045652,0.065100,0.050800,0
0.197248,0.004608,0,0,0.125417,0.128964,0.134924,0
0.059829,0,0,0,0.378852,0.393543,0.451530,1
0.021802,0,0,0,0.714545,0.748416,0.875464,2
0.036232,0,0,0,0.504755,0.525013,0.610213,0
0.011659,0,0,0,0.184273,0.190329,0.201395,0
0.115108,0,0.00361,0,0.250519,0.259440,0.287595,1
0.07343,0,0,0,0.316164,0.333733,0.376844,0
0.04126,0.00075,0,0,0.646967,0.678339,0.791486,1
0,0,0,0,0.642384,0.669986,0.781048,0
0.030941,0,0,0,0.153161,0.164284,0.166429,1
0,0,0,0,0.485386,0.496641,0.572952,0
0.004945,0,0,0,0.698211,0.727677,0.849639,0
0.004135,0,0,0,0.795590,0.832769,0.975493,0
0.018927,0,0,0,0.457491,0.471356,0.545328,0
0.005484,0,0,0,0.310143,0.315069,0.353414,0
0,0,0,0,0.375689,0.384678,0.439149,0
0,0,0,0,0.652697,0.678654,0.790075,0
0.041223,0,0,0,0.637870,0.668661,0.778230,0
0.003745,0,0,0,0.605184,0.629016,0.734055,0
0,0,0,0,0.312729,0.315591,0.355420,0
0.00995,0,0,0,0.388876,0.392844,0.453589,0
0.015135,0,0,0,0.466518,0.480244,0.551574,0
0.003564,0,0,0,0.850696,0.890886,1.045411,0
0,0,0,0,0.618000,0.639150,0.743432,0
0,0,0,0,0.303647,0.306273,0.342736,0
0,0,0,0,0.499020,0.510871,0.592940,2
0.003234,0,0,0,0.499595,0.521112,0.603813,0
0.001275,0,0,0,0.773549,0.808277,0.946239,1
0,0,0,0,0.578585,0.594624,0.695211,2
0.037223,0,0,0,0.393824,0.404223,0.462538,2
0,0,0,0,0.259569,0.257123,0.290453,0
0,0,0,0,0.540317,0.557944,0.646164,0
0.056106,0,0,0,0.551402,0.578105,0.670371,0
0.089655,0,0,0,0.412124,0.420270,0.486503,0
0.009991,0,0,0,0.346362,0.353786,0.398797,0
0.074534,0,0,0,0.249082,0.251293,0.277055,0
0.006002,0,0,0,0.687249,0.717562,0.836181,0
0,0,0,0,0.852705,0.892634,1.046140,0
0,0,0,0,0.640977,0.661406,0.771582,0
0,0,0,0,0.256511,0.255332,0.279847,0
0,0,0,0,0.257691,0.260870,0.290211,0
0.020558,0,0,0,0.537285,0.557114,0.644701,0
0.021831,0,0,0,0.745268,0.780889,0.914367,0
0.058309,0,0,0,0.396534,0.413536,0.473756,0
0.021627,0,0,0,0.255662,0.255179,0.278609,0
0.054913,0,0,0,0.529419,0.553020,0.643575,2
0.003525,0,0,0,0.441288,0.454125,0.517202,0
0,0,0,0,0.863136,0.904135,1.059403,0
0,0,0,0,0.548977,0.566509,0.659843,0
0,0,0,0,0.296828,0.300168,0.332184,0
0,0,0,0,0.157687,0.159174,0.167319,0
0,0,0,0,0.611407,0.636692,0.741742,0
0.010496,0,0,0,0.721562,0.755776,0.882213,0
0.028169,0,0,0,0.536255,0.552666,0.644606,0
0,0,0,0,0.243293,0.237145,0.264255,0
0,0,0,0,0.480432,0.494161,0.570681,0
0,0,0,0,0.584278,0.606417,0.702133,0
0,0,0,0,0.897015,0.939071,1.102795,0
0,0,0,0,0.605262,0.623002,0.726820,0
0,0,0,0,0.324936,0.327853,0.369805,1
0,0,0,0,0.459732,0.475058,0.544577,2
0,0,0,0,0.602390,0.626561,0.727801,1
0.012672,0.000528,0,0,0.679362,0.711098,0.832350,1
0.043478,0,0,0,0.454790,0.465030,0.539903,0
0.029151,0,0,0,0.172069,0.182594,0.192307,0
0.068627,0,0,0,0.274524,0.280306,0.319363,0
0.013198,0,0,0,0.442431,0.465551,0.537964,0
0.002604,0,0,0,0.838723,0.878755,1.030373,0
0.017241,0,0,0,0.436892,0.449185,0.519049,0
0,0,0,0,0.247154,0.247279,0.271870,0
0,0,0,0,0.416477,0.423543,0.492589,2
0.000723,0,0,0,0.470292,0.485609,0.561041,1
0.02725,0,0,0,0.685756,0.719058,0.838983,0
0,0,0,0,0.657211,0.682636,0.796405,0
0,0,0,0,0.333257,0.336827,0.382394,2
0.127551,0,0,0,0.155690,0.158151,0.168643,0
0.001241,0,0,0,0.630942,0.658051,0.765286,0
0.004077,0,0,0,0.794682,0.830895,0.973811,2
0,0,0,0,0.665382,0.689084,0.806090,0
0.031712,0,0,0,0.210822,0.216205,0.231334,0
0.02809,0,0,0,0.386204,0.401902,0.455380,0
0,0,0,0,0.621569,0.644438,0.750777,0
0,0,0,0,0.861909,0.902181,1.058019,0
0,0,0,0,0.595386,0.614235,0.716860,0
0,0,0,0,0.249208,0.247236,0.273640,0
0.011236,0,0,0,0.251276,0.251635,0.279653,0
0,0,0,0,0.586314,0.606247,0.704124,0
0.000666,0,0,0,0.783579,0.818871,0.958239,0
0.022581,0,0,0,0.479185,0.492264,0.572030,0
0,0,0,0,0.248852,0.246064,0.270103,0
0,0,0,0,0.507537,0.526476,0.610638,1
0,0,0,0,0.673678,0.701695,0.818916,0
0,0,0,0,0.854971,0.895047,1.049188,0
0,0,0,0,0.666394,0.689685,0.807765,0
0,0,0,0,0.309329,0.310985,0.351698,0
0,0,0,0,0.327970,0.344084,0.390472,1
0,0,0,0,0.480332,0.493650,0.572026,0
0.013958,0,0,0.00045,0.675735,0.707762,0.826586,1
0.020057,0,0,0,0.417782,0.430483,0.497371,0
0,0,0,0,0.295445,0.298792,0.338334,0
0.023474,0,0,0,0.057414,0.060143,0.052419,1
0.045952,0,0,0,0.297964,0.314853,0.352709,0
0.05807,0,0,0,0.510746,0.537091,0.623882,0
0.030418,0,0,0,0.410591,0.428667,0.493109,0
0,0,0,0,0.310332,0.312416,0.350365,0
0,0,0,0,0.553439,0.570037,0.664218,0
0,0,0,0,0.623450,0.646131,0.752294,0
0.004773,0,0,0,0.775651,0.810194,0.949550,0
0,0,0,0,0.645241,0.667561,0.780534,0
0.011677,0,0,0,0.260855,0.261300,0.287322,0
0,0,0,0,0.455507,0.464264,0.537968,1
0,0,0,0,0.406834,0.419053,0.476524,0
0.005031,0,0,0,0.801480,0.837708,0.982351,0
0,0,0,0,0.555991,0.571801,0.664613,0
0.002347,0,0,0,0.295284,0.295838,0.334102,0
0,0,0,0,0.433077,0.446006,0.517358,0
0,0,0,0,0.500955,0.514784,0.599270,0
0.005213,0,0,0,0.791291,0.827817,0.970370,0
0,0,0,0,0.669666,0.692318,0.809707,0
0,0,0,0,0.315277,0.322375,0.360043,0
0,0,0,0,0.390824,0.401919,0.462708,0
0,0,0,0,0.504257,0.518434,0.601598,0
0.002912,0,0,0,0.829705,0.867832,1.018146,0
0,0,0,0,0.640877,0.662275,0.774670,0
0,0,0,0,0.309703,0.314435,0.354402,0
0,0,0,0,0.393196,0.403810,0.460012,0
0,0,0,0,0.554162,0.574860,0.667312,1
0.017449,0,0,0,0.747034,0.782125,0.916470,2
0,0,0,0,0.574620,0.596528,0.694821,0
0,0,0,0,0.304902,0.307494,0.348484,1
0.003802,0,0,0,0.521361,0.538496,0.624261,0
0.00625,0,0,0,0.459379,0.471556,0.544717,0
0.016839,0,0,0,0.653178,0.683362,0.798032,0
0,0,0,0,0.603017,0.622539,0.727180,0
0.007928,0,0,0,0.200708,0.205431,0.221430,0
0,0,0,0,0.577501,0.595749,0.694030,1
0,0,0,0,0.471272,0.482796,0.559831,0
0.001793,0,0,0,0.799594,0.836855,0.979121,0
0,0,0,0,0.650956,0.671865,0.785873,0
0,0,0,0,0.293759,0.297192,0.335375,0
0.010204,0,0,0,0.276037,0.280950,0.318039,0
0.007476,0,0,0,0.435355,0.450897,0.519934,0
0.019898,0,0,0,0.660191,0.691136,0.807334,0
0,0,0,0,0.595994,0.613407,0.716056,0
0.012036,0,0,0,0.260242,0.268050,0.296960,0
0.039427,0,0,0,0.358380,0.373627,0.428115,1
0.061493,0,0,0,0.222808,0.239018,0.264851,0
0.048689,0,0,0,0.479908,0.503938,0.583701,0
0.097403,0,0,0,0.387958,0.402283,0.462741,0
0,0,0,0,0.239945,0.240148,0.263703,0
0,0,0,0,0.411587,0.421945,0.485621,0
0.020979,0,0,0,0.489538,0.509144,0.588980,0
0.015199,0,0,0,0.784692,0.820710,0.962670,0
0,0,0,0,0.625751,0.644936,0.754086,0
0,0,0,0,0.339645,0.345169,0.392988,0
0,0,0,0,0.371187,0.379020,0.435636,0
0.008989,0,0,0,0.480369,0.493622,0.572243,0
0,0,0,0,0.804176,0.839782,0.984802,1
0,0,0,0,0.642223,0.663422,0.775496,0
0,0,0,0,0.349959,0.357671,0.406907,0
0,0,0,0,0.475359,0.484332,0.558122,0
0,0,0,0,0.577871,0.596687,0.693320,0
0.002101,0,0,0,0.783833,0.818507,0.958665,0
0,0,0,0,0.612275,0.629694,0.735977,0
0,0,0,0,0.245641,0.244576,0.265461,0
0,0,0,0,0.362020,0.366270,0.420341,0
0,0,0,0,0.700533,0.728421,0.851924,2
0,0,0,0,0.824170,0.861371,1.010352,1
0,0,0,0,0.658186,0.679439,0.794037,0
0,0,0,0,0.313671,0.321142,0.359156,0
0.020833,0,0,0,0.168706,0.165929,0.180536,0
0.004662,0,0,0,0.427370,0.437859,0.506542,0
0.017849,0,0,0,0.794274,0.830810,0.973936,0
0,0,0,0,0.637307,0.657566,0.769169,0
0,0,0,0,0.251540,0.252229,0.277462,0
0,0,0,0,0.277031,0.272597,0.305780,1
0.010536,0,0,0,0.416630,0.429422,0.495278,0
0,0,0,0,0.769022,0.801472,0.939073,0
0,0,0,0,0.626764,0.649250,0.758142,0
0,0,0,0,0.334207,0.340953,0.385643,1
0.062857,0,0,0,0.234169,0.243419,0.269490,0
0.019555,0,0,0,0.628073,0.653744,0.760795,0
0.020916,0.000395,0,0,0.678004,0.709942,0.829591,1
0,0,0,0,0.614512,0.635264,0.742504,0
0.005414,0,0,0,0.272772,0.280723,0.314103,1
0.02809,0,0,0,0.321344,0.322165,0.369845,0
0.016512,0,0,0,0.479297,0.494373,0.569208,0
0.003431,0,0,0,0.840501,0.879881,1.032562,0
0,0,0,0,0.640398,0.659322,0.770433,0
0,0,0,0,0.326765,0.331475,0.369684,0
0.088542,0,0,0,0.216569,0.223712,0.243274,0
0.043082,0,0,0,0.284141,0.298525,0.336473,0
0.046034,0,0,0,0.623443,0.652140,0.761130,1
0,0,0,0,0.531735,0.546039,0.636354,0
0.017503,0,0,0,0.177649,0.182515,0.195647,0
0,0,0,0,0.454043,0.461188,0.535728,0
0,0,0,0,0.639997,0.664498,0.775624,0
0.027246,0,0,0,0.696054,0.729691,0.853148,0
0.019048,0,0,0,0.522342,0.536289,0.624794,0
0,0,0,0,0.280996,0.284961,0.312377,0
0,0,0,0,0.343501,0.346468,0.395580,0
0.002011,0,0,0,0.613720,0.639700,0.744481,0
0,0,0,0,0.815529,0.853239,1.000026,0
0,0,0,0,0.564334,0.582181,0.677006,0
0.031049,0,0,0,0.207418,0.211756,0.229385,0
0,0,0,0,0.474857,0.486318,0.564300,0
0.009709,0,0,0,0.493362,0.509830,0.590154,0
0,0,0,0,0.824041,0.860698,1.010160,0
0,0,0,0,0.598004,0.614095,0.717794,0
0,0,0,0,0.323356,0.329601,0.367517,0
0.011696,0,0,0,0.147687,0.152736,0.162981,0
0.008889,0,0,0,0.400617,0.412012,0.471254,0
0,0,0,0,0.797031,0.831895,0.975152,0
0,0,0,0,0.580039,0.593531,0.693502,0
0.027115,0,0,0,0.156171,0.157980,0.165721,1
0,0,0,0,0.406462,0.413093,0.474711,0
0,0,0,0,0.532747,0.549820,0.638514,0
0,0,0,0,0.833985,0.871713,1.023370,1
0,0,0,0,0.644868,0.669427,0.781770,0
0,0,0,0,0.270389,0.272222,0.302878,0
0,0,0,0,0.320768,0.313989,0.360232,0
0.019743,0,0,0,0.507064,0.522298,0.605470,0
0.009187,0,0,0,0.780676,0.817445,0.958591,0
0.003497,0,0,0,0.466828,0.484497,0.561489,0
0.020743,0,0,0,0.246775,0.253943,0.280288,0
0,0,0,0,0.183364,0.179717,0.193930,0
0.002819,0,0,0,0.618112,0.641136,0.746194,0
0,0,0,0,0.795058,0.831784,0.974849,0
0.068027,0,0,0,0.399213,0.410455,0.475592,0
0.01451,0,0,0,0.264332,0.268227,0.295274,0
0,0,0,0,0.494696,0.510191,0.587912,1
0,0,0,0,0.774069,0.806921,0.945107,2
0,0,0,0,0.839589,0.877607,1.029801,2
0,0,0,0,0.556920,0.571115,0.665960,0
0,0,0,0,0.308004,0.312768,0.352275,2
0,0,0,0,0.405625,0.403577,0.466581,0
0,0,0,0,0.637085,0.662820,0.773872,0
0.008372,0,0,0,0.777903,0.813248,0.953842,0
0,0,0,0,0.617145,0.636339,0.743441,0
0,0,0,0,0.278812,0.282383,0.312648,0
0,0,0,0,0.474952,0.477764,0.555838,0
0,0,0,0,0.560991,0.581495,0.672759,0
0.001048,0,0,0,0.772547,0.808060,0.944783,0
0,0,0,0,0.639363,0.660709,0.771512,0
0,0,0,0,0.253629,0.253160,0.277183,0
0,0,0,0,0.406622,0.415601,0.475610,0
0.007739,0,0,0,0.466831,0.482501,0.555169,0
0.031676,0.000802,0,0,0.789196,0.826542,0.969354,1
0.064777,0,0,0,0.268174,0.276285,0.314265,0
0,0,0,0,0.283964,0.287681,0.320294,0
0.038462,0,0,0,0.040508,0.059064,0.045005,0
0.01925,0,0,0,0.036908,0.054443,0.040376,0
0.076119,0,0,0,0.022715,0.033216,0.022002,0
0.04461,0,0,0,0.031579,0.045191,0.034344,0
0,0,0,0,0.287304,0.287874,0.319261,0
0.071856,0,0,0,0.094954,0.087490,0.084583,0
0,0,0,0,0.457694,0.469064,0.540517,0
0.000852,0,0,0,0.825397,0.863341,1.012915,0
0.041237,0,0,0,0.467293,0.480574,0.557190,0
0.005639,0,0,0,0.273743,0.284429,0.309984,1
0.019704,0,0,0,0.192218,0.199072,0.218181,0
0.057818,0,0.000815,0,0.297388,0.309558,0.348898,1
0.022939,0,0,0,0.736496,0.772222,0.902820,0
0,0,0,0,0.617234,0.634523,0.740098,0
0.031343,0,0,0,0.582284,0.605841,0.701796,0
0,0,0,0,0.211884,0.205970,0.225339,0
0,0,0,0,0.578321,0.600035,0.695898,0
0.042401,0,0,0,0.672630,0.704836,0.824090,1
0,0,0,0,0.510880,0.519207,0.603181,0
0,0,0,0,0.252444,0.250620,0.276921,0
0,0,0,0,0.386526,0.392717,0.454441,0
0,0,0,0,0.428266,0.436846,0.504512,0
0.011263,0,0,0,0.777968,0.813580,0.953440,0
0,0,0,0,0.598073,0.614303,0.716874,0
0,0,0,0,0.294395,0.297376,0.327348,0
0,0,0,0,0.452907,0.469142,0.536954,1
0.004594,0,0,0,0.574643,0.594041,0.691744,2
0.003025,0,0,0,0.824325,0.862011,1.011216,2
0.003145,0,0,0,0.335175,0.354374,0.403401,0
0,0,0,0,0.301044,0.311401,0.350475,2
0,0,0,0,0.453278,0.462354,0.533650,0
0,0,0,0,0.485842,0.502407,0.580918,0
0.018027,0,0,0,0.734874,0.768474,0.898982,1
0,0,0,0,0.646275,0.666170,0.779406,0
0,0,0,0.001192,0.231031,0.233006,0.251896,1
