@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature165 numeric
@attribute bi_feature919 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0.001701,0.004252,0,0,0.678177,0.727865,0.859659,1
0,0,0,0.009346,0,0,0,0.488724,0.519553,0.610434,2
0.015101,0,0,0.003361,0.003361,0,0,0.324906,0.342125,0.396430,2
0,0,0,0.018519,0,0,0,0.220717,0.216965,0.239264,0
0,0,0,0.01194,0.008955,0,0,0.443086,0.470437,0.550269,0
0.019824,0.002208,0,0,0.002208,0,0,0.448117,0.482237,0.564713,0
0.045977,0,0,0.034884,0.011628,0,0,0.350530,0.357386,0.413199,0
0.006061,0,0,0.00304,0,0,0,0.287730,0.299781,0.338642,0
0,0,0,0,0,0,0,0.154829,0.157486,0.166718,0
0,0,0,0.004016,0.004016,0,0,0.586049,0.628919,0.739988,0
0,0,0,0,0,0,0,0.758758,0.817124,0.966201,0
0,0,0,0.025,0.025,0,0,0.543385,0.573299,0.673411,0
0,0,0,0.004329,0.004329,0,0,0.199594,0.197611,0.211385,0
0,0,0,0.04,0,0,0,0.206741,0.210195,0.228877,0
0.009804,0,0,0.007371,0.002457,0,0,0.435768,0.465030,0.544716,0
0.008097,0,0.002028,0,0,0,0,0.655241,0.705296,0.833415,0
0.029126,0,0,0,0.009804,0,0,0.335633,0.357560,0.412646,0
0.003436,0,0,0.017241,0,0,0,0.208597,0.205346,0.225019,0
0,0,0,0.009804,0,0,0,0.442499,0.473386,0.552041,2
0,0,0,0.011811,0.011811,0,0,0.337456,0.358103,0.414318,0
0,0,0,0,0,0,0,0.764384,0.823466,0.974497,0
0,0,0,0.025974,0,0,0,0.453614,0.479137,0.559164,0
0,0,0,0.008658,0,0,0,0.246268,0.248239,0.271814,0
0,0,0,0,0,0,0,0.089896,0.088738,0.084309,0
0,0,0,0.007435,0,0,0,0.492505,0.526852,0.617697,0
0.00159,0,0,0,0,0,0,0.615281,0.661612,0.780037,0
0,0,0,0,0,0,0,0.432269,0.450174,0.525362,0
0,0,0,0.026786,0.008929,0,0,0.192508,0.187174,0.204175,0
0,0,0,0,0,0,0,0.371612,0.392924,0.454203,0
0,0,0,0.007968,0.003984,0,0,0.482747,0.514391,0.600402,0
0,0,0,0,0,0,0,0.807012,0.868518,1.028361,0
0,0,0,0.026316,0,0,0,0.509677,0.540119,0.633586,0
0,0,0,0.006803,0.006803,0,0,0.282549,0.285282,0.317710,1
0,0,0,0,0,0,0,0.375491,0.397062,0.455463,2
0,0,0,0.002625,0,0,0,0.511158,0.543904,0.635598,1
0.003521,0.001764,0.001764,0.003527,0,0,0,0.576703,0.619576,0.731307,1
0,0,0.011364,0.045455,0.011364,0,0,0.343980,0.356003,0.414555,0
0.012712,0,0,0,0,0,0,0.128013,0.138540,0.141316,0
0,0,0,0.016667,0,0,0,0.203311,0.210477,0.234686,0
0.00339,0,0.006803,0,0.003401,0,0,0.345873,0.374540,0.435209,0
0,0,0.002907,0,0,0,0,0.748838,0.806592,0.954247,0
0,0,0,0,0.011628,0,0,0.360155,0.370383,0.425835,0
0,0,0,0.007435,0.011152,0,0,0.200048,0.196569,0.213428,0
0,0,0,0,0,0,0,0.470449,0.500546,0.580831,1
0,0,0,0.002857,0.005714,0,0,0.536305,0.572734,0.672217,2
0,0,0,0,0.003257,0,0,0.793137,0.854045,1.010926,1
0,0,0,0,0.012987,0,0,0.537443,0.565475,0.661069,0
0,0,0,0.009677,0,0,0,0.277828,0.279278,0.310625,2
0,0,0,0,0.02,0,0,0.343923,0.346726,0.396236,0
0,0,0,0.007853,0.007853,0,0,0.512587,0.547737,0.642765,1
0,0,0,0.003339,0.001669,0,0,0.755577,0.811825,0.960342,2
0,0,0,0,0,0,0,0.559806,0.590808,0.692063,1
0,0,0,0.010791,0,0,0,0.173294,0.171100,0.180615,1
0,0,0,0.017241,0,0,0,0.324092,0.338481,0.391400,2
0,0,0.002421,0.002421,0.002421,0,0,0.358432,0.382148,0.447439,1
0.009642,0,0,0,0,0,0,0.574667,0.618687,0.729441,0
0,0,0,0,0.012987,0,0,0.577033,0.610328,0.714067,0
0,0,0,0,0.01083,0,0.00361,0.278851,0.278712,0.313266,2
0.103448,0,0,0,0,0,0,0.087228,0.086980,0.087669,0
0,0,0,0.002075,0.002075,0,0,0.535931,0.574761,0.673933,0
0,0,0,0.00495,0.001238,0,0,0.704516,0.757312,0.895471,2
0,0,0,0.011364,0,0,0,0.565979,0.597330,0.701722,0
0.003521,0,0,0,0.003534,0,0,0.176466,0.180549,0.192187,0
0,0,0,0,0,0,0,0.268109,0.282703,0.316910,0
0,0,0,0.005952,0.002976,0,0,0.518286,0.554314,0.650944,0
0,0,0,0,0.00157,0,0,0.769341,0.828106,0.979847,0
0,0,0,0,0.027778,0,0,0.510878,0.537211,0.627924,0
0,0,0,0.004082,0.004082,0,0,0.205431,0.201305,0.215394,0
0,0,0,0.038462,0.019231,0,0,0.171449,0.169900,0.186024,0
0,0,0,0.016181,0,0,0,0.487861,0.517283,0.604971,0
0,0,0,0.002227,0.002227,0,0,0.681368,0.732192,0.864103,0
0,0,0,0.032609,0.01087,0,0,0.408196,0.426709,0.497352,0
0,0,0,0.026549,0,0,0,0.192547,0.192416,0.206826,0
0,0,0,0,0,0,0,0.415324,0.442473,0.512994,1
0,0,0,0,0,0,0,0.573591,0.615589,0.726220,0
0,0,0,0,0,0,0,0.762678,0.821444,0.971961,0
0,0,0,0.011628,0.011628,0,0,0.566588,0.599348,0.704096,0
0,0,0,0.007299,0.00365,0,0,0.260635,0.257953,0.286153,0
0,0,0,0,0,0,0,0.248719,0.268117,0.301032,1
0,0,0,0,0,0,0,0.365955,0.389191,0.455354,0
0.007508,0,0.001504,0,0,0,0,0.580090,0.623701,0.734340,1
0,0,0,0.009709,0.009709,0,0,0.312889,0.327218,0.377879,0
0,0,0,0,0,0,0,0.252929,0.256646,0.282224,0
0,0,0,0,0,0,0,0.049863,0.049559,0.038808,1
0.025547,0,0.010989,0,0,0,0,0.208856,0.226971,0.252203,0
0.022866,0,0,0,0,0,0,0.419060,0.451695,0.529320,0
0,0,0,0.012821,0,0,0,0.357946,0.380074,0.436569,0
0,0,0,0.011236,0.007491,0,0,0.264776,0.266358,0.295922,0
0,0,0,0,0,0,0,0.472644,0.496521,0.576969,0
0,0,0,0.013889,0.002778,0,0,0.523248,0.557503,0.654931,0
0,0,0,0.00319,0.001595,0,0,0.671848,0.720441,0.850777,0
0,0,0,0.012346,0.012346,0,0,0.560630,0.591645,0.693866,0
0.003546,0,0,0.014235,0.003559,0,0,0.205823,0.206093,0.225088,0
0,0,0,0.018519,0,0,0,0.369716,0.382989,0.441386,1
0,0,0,0.007752,0.003876,0,0,0.326383,0.341210,0.387417,0
0,0,0,0.001869,0,0,0,0.714892,0.767977,0.907788,0
0,0,0,0.013514,0.027027,0,0,0.478335,0.501454,0.584108,0
0,0,0,0.007874,0,0,0,0.235429,0.237666,0.263195,0
0,0,0,0,0,0,0,0.336444,0.355171,0.408029,0
0,0,0,0.009804,0,0,0,0.381959,0.405569,0.475394,0
0,0,0,0.001582,0.001582,0,0,0.692111,0.743583,0.878984,0
0,0,0,0.040816,0,0,0,0.577236,0.611953,0.719557,0
0,0,0,0,0,0,0,0.266430,0.274798,0.305017,0
0,0,0,0,0,0,0,0.305649,0.321303,0.365791,0
0,0,0,0.014085,0.014085,0,0,0.400100,0.422992,0.495150,0
0.001942,0,0,0,0.001946,0,0,0.739213,0.794362,0.939194,0
0,0,0,0.032967,0.010989,0,0,0.551920,0.585643,0.688456,0
0,0,0,0.006042,0.003021,0,0,0.253927,0.260200,0.291168,0
0,0,0,0,0,0,0,0.316874,0.329249,0.368049,0
0,0,0,0.005988,0.005988,0,0,0.442576,0.472430,0.552612,1
0.004233,0.001059,0,0,0,0,0,0.648971,0.697753,0.824627,2
0,0,0,0,0,0,0,0.492818,0.522313,0.608987,0
0,0,0,0.014184,0,0,0,0.248425,0.251531,0.279536,1
0,0,0,0.025974,0,0,0,0.436417,0.459333,0.532350,0
0,0,0,0,0,0,0,0.351779,0.373522,0.435365,0
0.00432,0,0.002165,0,0.002165,0,0,0.541909,0.581167,0.684392,0
0,0,0,0.013158,0,0,0,0.492799,0.520825,0.608796,0
0.003774,0,0.003788,0.003788,0.003788,0,0,0.152914,0.155974,0.161618,0
0,0,0,0.010526,0,0,0,0.492329,0.512096,0.595565,1
0,0,0,0.003559,0.003559,0,0,0.363645,0.385409,0.450343,0
0,0,0,0.002,0,0,0,0.710200,0.763541,0.901894,0
0,0,0,0.020619,0.010309,0,0,0.568592,0.600536,0.706328,0
0,0,0,0.003226,0,0,0,0.243907,0.250795,0.278647,0
0,0,0,0,0,0,0,0.205634,0.209061,0.229868,0
0,0,0,0.007692,0.003846,0,0,0.340248,0.362200,0.420802,0
0.009488,0,0,0,0,0,0,0.570579,0.613180,0.721685,0
0,0,0,0.037383,0.018692,0,0,0.514178,0.540291,0.634417,0
0.003344,0,0,0.010067,0.003356,0,0,0.203605,0.211711,0.229969,0
0.012048,0,0,0,0,0,0,0.269063,0.282791,0.319546,1
0.02934,0,0,0.002451,0,0,0,0.175161,0.191204,0.210619,0
0.0075,0,0,0,0.010025,0,0,0.389777,0.418030,0.489254,0
0.076087,0,0,0.021978,0.010989,0,0,0.305988,0.321400,0.370812,0
0,0,0,0.007407,0.007407,0,0,0.193523,0.190955,0.204774,0
0,0,0,0,0,0,0,0.336796,0.347141,0.393401,0
0.008746,0,0,0,0,0,0,0.375228,0.399968,0.465375,0
0.004228,0,0.002119,0.002119,0,0,0,0.685270,0.736509,0.870939,0
0,0,0,0.033708,0.022472,0,0,0.536676,0.567243,0.667722,0
0,0,0,0.003413,0.003413,0,0,0.279012,0.288043,0.323108,0
0,0,0,0,0,0,0,0.294352,0.305039,0.344791,0
0.003745,0,0,0.011278,0.007519,0,0,0.379364,0.403269,0.471433,0
0,0,0,0,0.001534,0,0,0.712509,0.764041,0.902167,1
0,0,0,0.022472,0.022472,0,0,0.541970,0.575917,0.677651,0
0,0,0,0,0.003289,0,0,0.291925,0.302170,0.340525,0
0,0,0,0.032787,0.016393,0,0,0.395485,0.406778,0.469405,0
0,0,0,0.01,0.013333,0,0,0.475985,0.506692,0.594215,0
0,0,0,0.002342,0.004684,0,0,0.681773,0.731174,0.863504,0
0,0,0,0.034091,0.011364,0,0,0.523011,0.548466,0.643870,0
0,0,0,0.026022,0.003717,0,0,0.188394,0.187972,0.201515,0
0,0,0,0.020408,0,0,0,0.292912,0.301598,0.341479,0
0,0,0,0.006748,0.005398,0,0,0.608036,0.650910,0.767613,2
0,0,0,0,0,0,0,0.734307,0.787928,0.931034,1
0,0,0,0.039604,0.009901,0,0,0.573399,0.605490,0.712074,0
0,0,0,0.003135,0,0,0,0.266275,0.275335,0.306079,0
0,0,0,0.035714,0,0,0,0.120104,0.116573,0.119286,0
0,0,0,0.015625,0.007812,0,0,0.315150,0.332295,0.386824,0
0.012214,0,0,0,0,0,0,0.702035,0.754673,0.891625,0
0,0,0,0.022222,0.011111,0,0,0.557703,0.587328,0.689157,0
0,0,0,0.018657,0.003731,0,0,0.201504,0.200427,0.214766,0
0,0,0,0.04878,0,0,0,0.171857,0.170069,0.188087,1
0.003195,0,0,0,0,0,0,0.328615,0.348779,0.405039,0
0,0,0,0.002439,0.014634,0,0,0.676865,0.722734,0.852885,0
0,0,0,0,0,0,0,0.539742,0.571106,0.670709,0
0,0,0,0.003497,0.003497,0,0,0.290042,0.300048,0.335835,1
0.038462,0,0,0,0,0,0,0.174711,0.183355,0.193008,0
0.009058,0,0,0.010889,0.005445,0,0,0.529712,0.567069,0.665388,0
0.005263,0.002635,0.001318,0.001318,0,0,0,0.562840,0.605405,0.714020,1
0,0,0,0,0,0,0,0.532805,0.561034,0.656736,0
0,0,0,0.010336,0,0,0,0.231015,0.240937,0.264848,1
0,0,0,0.019231,0.019231,0,0,0.243790,0.238335,0.268807,0
0.006897,0,0,0.013841,0.00692,0,0,0.380764,0.402870,0.467541,0
0,0,0,0.002874,0,0,0,0.749567,0.806894,0.955225,0
0,0,0,0.047059,0.023529,0,0,0.552095,0.583819,0.685672,0
0,0,0,0.010676,0.003559,0,0,0.261741,0.269830,0.300979,0
0.070175,0,0,0,0,0,0,0.133162,0.137185,0.140051,0
0.002762,0,0,0.00277,0,0,0,0.206523,0.222881,0.252329,0
0.020333,0,0.001852,0.001852,0.001852,0,0,0.531014,0.570533,0.671505,1
0,0,0,0.012821,0.012821,0,0,0.463190,0.481255,0.560755,0
0.007782,0,0,0.003906,0,0,0,0.148050,0.150124,0.152996,0
0,0,0,0.033333,0,0,0,0.393779,0.404932,0.463634,0
0,0,0,0.004684,0.004684,0,0,0.543178,0.580511,0.682999,0
0.012784,0,0,0.001422,0.001422,0,0,0.593149,0.638102,0.753070,0
0,0,0,0.043011,0.010753,0,0,0.437479,0.458302,0.535250,0
0,0,0,0.009464,0,0,0,0.226353,0.230689,0.252644,0
0,0,0,0,0,0,0,0.273627,0.273471,0.306581,0
0,0,0.002242,0.006726,0,0,0,0.522236,0.560341,0.658393,0
0,0,0,0,0,0,0,0.723493,0.777470,0.918156,0
0,0,0,0.0125,0.0125,0,0,0.467297,0.496283,0.579932,0
0.025,0,0,0.007168,0.003584,0,0,0.179472,0.180619,0.188432,0
0,0,0,0.014286,0,0,0,0.403662,0.419132,0.479487,0
0,0,0,0.00295,0,0,0,0.393408,0.419181,0.489647,0
0,0,0,0,0.008403,0,0,0.731826,0.784629,0.927590,0
0,0,0,0.012346,0,0,0,0.496363,0.523506,0.613658,0
0,0,0,0.003185,0,0,0,0.272715,0.280687,0.311677,0
0,0,0,0,0,0,0,0.081328,0.085276,0.076358,0
0,0,0,0.018587,0,0,0,0.297703,0.313640,0.362537,0
0,0,0,0,0.002611,0,0,0.700754,0.749674,0.884526,0
0,0,0,0.051282,0,0,0,0.486667,0.509702,0.597219,0
0.01087,0,0,0.007273,0,0,0,0.129095,0.129882,0.131401,1
0,0,0,0.037736,0,0,0,0.331017,0.341922,0.389872,0
0,0,0,0,0,0,0,0.421039,0.448725,0.524906,0
0,0,0,0,0.006928,0,0,0.740357,0.794050,0.938767,1
0,0,0,0.012195,0.012195,0,0,0.567030,0.599079,0.700331,0
0,0,0,0.007782,0,0,0,0.213452,0.214576,0.234642,0
0,0,0,0.014925,0,0,0,0.422704,0.444958,0.509435,1
0,0,0,0.001959,0.001959,0,0,0.678235,0.727889,0.860241,2
0,0,0,0.001553,0,0,0,0.748292,0.803928,0.950419,2
0,0,0,0,0.037037,0,0,0.465579,0.482911,0.562145,0
0,0,0,0.007353,0,0,0,0.253572,0.260102,0.289754,2
0,0,0,0.037736,0.018868,0,0,0.330821,0.329530,0.378829,0
0,0,0,0.005976,0.007968,0,0,0.540162,0.578719,0.680677,0
0.00155,0.001553,0,0.001553,0.004658,0,0,0.681299,0.730711,0.863585,0
0,0,0,0.025316,0.025316,0,0,0.543896,0.572693,0.670747,0
0,0,0,0.003367,0,0,0,0.215161,0.219360,0.241418,0
0,0,0,0.078431,0,0,0,0.391233,0.401636,0.466565,0
0,0,0,0.008929,0.002976,0,0,0.458623,0.487725,0.569650,0
0,0,0,0,0.001751,0,0,0.671944,0.722362,0.853685,0
0,0,0,0.012346,0,0,0,0.556172,0.583993,0.684125,0
0,0,0,0.004545,0.004545,0,0,0.190914,0.189224,0.205403,0
0,0,0,0.017241,0,0,0,0.354302,0.367113,0.417178,0
0.002865,0,0,0.011494,0.002874,0,0,0.370965,0.394577,0.461203,0
0.020053,0,0,0.001339,0.001339,0,0,0.692502,0.744835,0.881168,1
0.013514,0,0,0.013699,0,0,0,0.205206,0.213892,0.240432,0
0,0,0,0.003534,0,0,0,0.237679,0.242943,0.267295,0
0,0,0,0,0,0,0,0.045454,0.060882,0.046192,0
0.010135,0,0,0,0,0,0,0.037710,0.050797,0.037987,0
0.042636,0,0.001942,0,0,0,0,0.019854,0.025731,0.017352,0
0,0,0,0,0,0,0,0.033642,0.044352,0.033614,0
0,0,0,0.016502,0.006601,0,0,0.226145,0.227636,0.252534,0
0.04,0,0,0.020408,0,0,0,0.062677,0.055187,0.045923,0
0,0,0,0.015152,0.011364,0,0,0.377809,0.394006,0.455884,0
0,0,0,0,0,0,0,0.727648,0.783553,0.927351,0
0.011494,0,0,0.023256,0.011628,0,0,0.411250,0.428974,0.498432,0
0.003135,0,0.003145,0.006289,0.006289,0,0,0.229470,0.242359,0.267316,1
0,0,0,0,0,0,0,0.106434,0.110337,0.112099,0
0.016304,0,0,0.00545,0.00545,0.002725,0,0.221051,0.235700,0.266847,1
0.008282,0,0,0,0,0,0,0.635963,0.685231,0.808664,0
0,0,0,0.026667,0,0,0,0.521906,0.549643,0.645113,0
0.014925,0,0.001661,0.008306,0,0,0,0.502247,0.536547,0.627362,0
0,0,0,0.026316,0,0,0,0.154134,0.148144,0.153836,0
0,0,0,0.006,0.002,0,0,0.492014,0.524198,0.611973,0
0.023897,0,0,0.003683,0.001842,0,0,0.591165,0.636176,0.749662,1
0,0,0,0.028169,0,0,0,0.419007,0.435066,0.505365,0
0,0,0,0.004115,0,0,0,0.211315,0.208895,0.225521,0
0,0,0,0.020408,0,0,0,0.322785,0.331623,0.376514,0
0,0,0,0.014925,0.007463,0,0,0.333004,0.349653,0.402793,0
0.005362,0,0,0.002688,0.005376,0,0,0.680644,0.730380,0.862425,0
0,0,0,0.0375,0.0125,0,0,0.505658,0.531746,0.622332,0
0,0,0,0.011538,0,0,0,0.233072,0.235648,0.257556,0
0,0,0,0,0,0,0,0.376032,0.398928,0.457462,1
0.002558,0,0,0.005128,0.002564,0,0,0.474609,0.506025,0.594152,2
0.001261,0,0,0,0.002525,0,0,0.733434,0.788634,0.932412,2
0,0,0,0.010638,0,0,0,0.274024,0.297203,0.340361,0
0,0,0,0.006897,0,0,0,0.250217,0.263702,0.293581,2
0,0,0,0.015873,0,0,0,0.379329,0.395378,0.453008,0
0,0,0,0.014006,0,0,0,0.403393,0.426627,0.494356,0
0.006678,0.001672,0,0,0.001672,0,0,0.631360,0.677620,0.799807,1
0,0,0,0,0,0,0,0.554356,0.584625,0.685836,0
0,0,0,0.007968,0,0,0,0.173638,0.173871,0.184254,1
