@relation rabc_sampled_features

@attribute dummy numeric
@attribute mono_feature1 numeric
@attribute mono_feature25 numeric
@attribute bi_feature678 numeric
@attribute bi_feature809 numeric
@attribute bi_feature919 numeric
@attribute bi_feature961 numeric
@attribute bi_feature1223 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
9,0,0.063704,0,0,0.005935,0.045994,0,0.523845,0.554587,0.640053,0
9,0,0.009607,0,0,0.002622,0.006119,0,0.738336,0.788541,0.917777,0
9,0,0.012195,0,0,0.02454,0.006135,0,0.615946,0.647833,0.751429,0
9,0,0.135747,0,0,0.020408,0.106576,0,0.222834,0.225734,0.247764,0
9,0,0.016949,0,0,0.008547,0,0,0.380923,0.396137,0.451978,0
9,0.005731,0.070201,0,0,0.007174,0.058824,0,0.430235,0.454261,0.523289,0
9,0.02607,0.002674,0,0,0.002676,0.002007,0,0.757280,0.809567,0.944003,1
9,0.040541,0.013514,0,0,0.020408,0,0,0.239815,0.251249,0.284537,0
9,0,0.105448,0,0,0.017606,0.086268,0,0.262748,0.270617,0.300787,0
9,0.009174,0,0,0,0,0,0,0.040878,0.054703,0.040574,0
9,0.015203,0,0,0,0,0,0,0.036495,0.049502,0.035687,0
9,0.056202,0,0,0,0,0,0,0.020191,0.026557,0.017526,0
9,0.024845,0,0,0,0,0,0,0.031086,0.040566,0.030062,0
9,0,0.077176,0,0,0.021382,0.0625,0,0.258155,0.262212,0.291226,0
9,0.06,0,0,0,0.030303,0,0,0.079658,0.073031,0.071164,0
9,0,0.056497,0,0,0.020755,0.043396,0,0.425593,0.444647,0.510856,0
9,0,0,0,0,0,0,0,0.791862,0.846381,0.987676,0
9,0.028736,0,0,0,0.028902,0,0,0.444693,0.465149,0.536428,0
9,0.004702,0.018809,0,0,0.012559,0.012559,0.00157,0.253878,0.267447,0.292516,1
9,0.016529,0,0,0,0,0,0,0.164012,0.171554,0.187998,0
9,0.040706,0.02578,0.001359,0,0.006793,0.013587,0,0.266791,0.282677,0.319124,1
9,0.015512,0.002068,0,0,0,0.001035,0,0.700415,0.749675,0.871927,0
9,0,0,0,0,0.026316,0,0,0.580273,0.609115,0.707566,0
9,0.026534,0.012438,0,0,0.009129,0.007469,0,0.552583,0.586940,0.677888,0
9,0,0.012821,0,0,0.025974,0,0,0.178912,0.174423,0.189368,0
9,0,0.04491,0,0,0.008991,0.02997,0,0.546563,0.579341,0.669310,0
9,0.035813,0.00551,0,0,0.001838,0.000919,0.000919,0.644592,0.689287,0.801527,1
9,0,0,0,0,0.041958,0,0,0.471879,0.489497,0.566552,0
9,0,0.069672,0,0,0.01848,0.045175,0,0.228253,0.228590,0.251042,0
9,0,0.04,0,0,0.020202,0.030303,0,0.359175,0.371639,0.427161,0
9,0,0.06308,0,0,0.01487,0.039033,0,0.388718,0.406088,0.467442,0
9,0.008043,0.004021,0,0,0.006711,0.001342,0,0.749201,0.799779,0.931638,0
9,0,0,0,0,0.031056,0,0,0.561452,0.588674,0.683830,0
9,0,0.045977,0,0,0.023033,0.028791,0,0.267951,0.273281,0.301246,0
9,0,0.070922,0,0,0.007143,0.042857,0,0.421868,0.446155,0.509489,1
9,0.003831,0.066411,0,0,0.002558,0.05243,0,0.536310,0.567250,0.658569,2
9,0.00252,0.006931,0,0,0.001261,0.001892,0,0.793325,0.847507,0.988380,2
9,0,0.031579,0,0,0.010582,0.015873,0,0.312946,0.336310,0.381796,0
9,0,0.041237,0,0,0.013769,0.022375,0,0.276673,0.290995,0.325884,2
9,0,0.007812,0,0,0.023622,0,0,0.418827,0.435136,0.500054,0
9,0,0.059972,0,0,0.01676,0.043296,0,0.454780,0.479710,0.552169,0
9,0.013356,0.004174,0,0,0.004177,0.003342,0,0.702344,0.749663,0.872532,1
9,0,0,0,0,0.03012,0,0,0.611382,0.644287,0.749935,0
9,0,0.011905,0,0,0.011928,0.001988,0,0.205917,0.209430,0.226886,1
