@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute mono_feature22 numeric
@attribute mono_feature33 numeric
@attribute bi_feature12 numeric
@attribute bi_feature327 numeric
@attribute bi_feature961 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0.016839,0.016192,0.000648,0,0,0.003889,0.657032,0.708647,0.799919,0
0,0.127413,0,0,0,0.069767,0.606432,0.646330,0.729272,0
0.007928,0.075878,0.003398,0,0,0.105442,0.201084,0.208731,0.221784,0
0,0.096273,0,0,0,0.003115,0.580990,0.618100,0.696167,1
0,0.1339,0.001063,0,0,0.11383,0.473800,0.501029,0.561450,0
0.001793,0.016139,0,0,0,0.009569,0.804326,0.868680,0.981758,0
0,0.145897,0.00304,0,0,0.021341,0.654802,0.697590,0.788039,0
0,0.091434,0.000962,0,0,0.192678,0.294948,0.308247,0.337073,0
0.010204,0.081633,0,0,0,0.015385,0.277519,0.290532,0.319373,0
0.007476,0.086256,0.000575,0,0,0.085731,0.437556,0.466353,0.521059,0
0.019898,0.014213,0,0,0,0.013083,0.664057,0.716940,0.809281,0
0,0.183333,0,0,0,0.002786,0.599451,0.636249,0.718011,0
0.012036,0.051153,0.001003,0,0,0.138554,0.261052,0.275176,0.297799,0
0.039427,0.043011,0,0,0,0.014388,0.360223,0.384706,0.428621,1
0.061493,0.032211,0.000732,0,0,0.024908,0.223260,0.239997,0.263286,0
0.048689,0.01573,0.001498,0,0,0.005997,0.482551,0.520609,0.584608,0
0.097403,0.090909,0.003247,0,0,0.009772,0.389951,0.414314,0.463266,0
0,0.060706,0,0,0,0.103867,0.241031,0.248912,0.265595,0
0,0.085,0,0,0,0.020101,0.413970,0.437367,0.487610,0
0.020979,0.035839,0,0,0,0.051619,0.492257,0.527621,0.590648,0
0.015199,0.017733,0,0,0,0,0.789433,0.852454,0.965178,0
0,0.169435,0.006645,0,0,0.006667,0.629414,0.669453,0.756265,0
0,0.087666,0.001019,0,0,0.109184,0.341312,0.358302,0.394873,0
0,0.11399,0,0,0,0.072917,0.373148,0.392835,0.437236,0
0.008989,0.122472,0.001124,0,0,0.134983,0.482865,0.512378,0.573871,0
0,0.022059,0,0,0,0.006437,0.809057,0.872479,0.987531,1
0,0.145695,0,0,0,0.033223,0.645931,0.688790,0.777705,0
0,0.04626,0.000984,0,0,0.166502,0.351625,0.371231,0.408874,0
0,0.148325,0.014354,0,0,0,0.478163,0.502325,0.560674,0
0,0.105473,0,0,0,0.046813,0.581170,0.619597,0.695526,0
0.002101,0.02381,0.0007,0,0,0.003504,0.788579,0.850290,0.961392,0
0,0.153846,0,0,0,0.010067,0.615936,0.653672,0.738115,0
0,0.131929,0,0,0,0.061043,0.246694,0.253358,0.267833,0
0,0.166667,0,0,0,0.065868,0.363912,0.379902,0.421965,0
0,0.059774,0,0,0,0.052929,0.704642,0.756666,0.854281,2
0,0.012573,0,0,0,0.006289,0.829179,0.894973,1.013110,1
0,0.141176,0,0,0,0,0.662120,0.705462,0.796359,0
0,0.070159,0,0,0,0.138577,0.314933,0.332071,0.360942,0
0.020833,0.182292,0,0,0,0.041885,0.169272,0.169267,0.180954,0
0.004662,0.125874,0.001166,0,0,0.155193,0.429486,0.453680,0.507826,0
0.017849,0.010984,0,0,0,0.016026,0.799038,0.863019,0.976547,0
0,0.140523,0,0,0,0.013115,0.641097,0.682711,0.771359,0
0,0.103563,0.002227,0,0,0.12709,0.252528,0.261009,0.279417,0
0,0.253521,0,0,0,0.092199,0.278240,0.282021,0.307433,1
0.010536,0.10728,0,0,0,0.112176,0.418669,0.443907,0.496225,0
0,0.042305,0.002188,0,0,0.005839,0.773688,0.832564,0.941710,0
0,0.047297,0,0,0,0.016949,0.630616,0.674272,0.760363,0
0,0.076121,0.001043,0,0,0.138831,0.335727,0.353511,0.387577,1
0.062857,0.051429,0,0,0,0.005747,0.234950,0.248023,0.269738,0
0.019555,0.065725,0.000543,0,0,0.042391,0.631605,0.678263,0.762974,0
0.020916,0.011839,0.000789,0.000395,0,0.003948,0.681997,0.736490,0.831629,1
0,0.070896,0.003731,0,0,0.007491,0.618295,0.659648,0.744738,0
0.005414,0.071926,0,0,0,0.064241,0.273823,0.288036,0.314740,1
0.02809,0.106742,0,0,0,0,0.323404,0.333777,0.371246,0
0.016512,0.112487,0.004128,0,0,0.01343,0.481943,0.512823,0.571318,0
0.003431,0.011149,0,0,0,0,0.845584,0.913999,1.035307,0
0,0.184669,0.003484,0,0,0,0.644157,0.684404,0.772754,0
0,0.099788,0.001062,0,0,0.030818,0.328433,0.343750,0.372265,0
0.088542,0.036458,0,0,0,0.010471,0.217370,0.228691,0.244107,0
0.043082,0.067937,0.003314,0,0,0.015755,0.285213,0.304234,0.335984,0
0.046034,0.024404,0,0,0,0.014983,0.627059,0.676329,0.762975,1
0,0.116541,0,0,0,0.022642,0.534916,0.566662,0.638337,0
0.017503,0.063011,0.001167,0,0,0.09229,0.177863,0.184012,0.195282,0
0,0.181373,0,0,0,0.064039,0.456577,0.478501,0.537439,0
0,0.058164,0,0,0,0.099579,0.643646,0.690164,0.777804,0
0.027246,0.015751,0,0,0,0.003833,0.700136,0.756842,0.855149,0
0.019048,0.190476,0.003175,0,0,0.003185,0.525272,0.555559,0.626284,0
0,0.072437,0,0,0,0.114878,0.282151,0.295504,0.314938,0
0,0.137931,0,0,0,0.057803,0.345385,0.359065,0.397434,0
0.002011,0.042225,0,0,0,0.079812,0.617127,0.663499,0.746455,0
0,0.01308,0,0,0,0.009162,0.820428,0.886182,1.002752,0
0,0.176471,0.003676,0,0,0.01107,0.567400,0.602286,0.678312,0
0.031049,0.066381,0,0,0,0.091104,0.207935,0.216009,0.230001,0
0,0.104603,0,0,0,0.042017,0.477611,0.504868,0.566290,0
0.009709,0.099735,0.000883,0,0,0.088339,0.495961,0.528113,0.591581,0
0,0.020111,0.000503,0,0,0.007042,0.829063,0.894230,1.012876,0
0,0.181818,0,0,0,0.014599,0.601519,0.637421,0.719830,0
0,0.065652,0.000951,0,0,0.084762,0.324888,0.342006,0.370016,0
0.011696,0.046784,0,0,0,0.070588,0.147867,0.153384,0.162707,0
0.008889,0.095556,0.001111,0,0,0.093437,0.402645,0.426791,0.472901,0
0,0.025781,0.000781,0,0,0.007819,0.801867,0.864217,0.977952,0
0,0.220532,0,0,0,0.045802,0.583344,0.615953,0.695326,0
0.027115,0.105206,0,0,0,0.085776,0.156276,0.158843,0.165614,1
0,0.142857,0,0,0,0.066298,0.408652,0.428482,0.476643,0
0,0.097933,0,0,0,0.133987,0.535595,0.570858,0.640410,0
0,0.013803,0.00069,0,0,0.007597,0.839058,0.905713,1.026135,1
0,0.043321,0,0,0,0.021739,0.648744,0.695181,0.784342,0
0,0.072009,0,0,0,0.119767,0.271628,0.282292,0.304878,0
0,0.267974,0.006536,0,0,0,0.322686,0.325007,0.361907,0
0.019743,0.115499,0.000987,0,0,0.096838,0.509792,0.542066,0.607217,0
0.009187,0.010601,0.00212,0,0,0.005658,0.785368,0.848611,0.960935,0
0.003497,0.104895,0.006993,0,0,0.007018,0.469275,0.499415,0.561957,0
0.020743,0.045808,0,0,0,0.105536,0.247644,0.260849,0.281299,0
0,0.140244,0,0,0,0.02454,0.184160,0.184974,0.195441,0
0.002819,0.086681,0,0,0,0.055007,0.621620,0.665628,0.748437,0
0,0.006961,0,0,0,0.001548,0.799864,0.863910,0.977494,0
0.068027,0.129252,0.003401,0,0,0,0.401419,0.424635,0.476526,0
0.01451,0.108827,0,0,0,0.031477,0.265449,0.276366,0.296964,0
0,0.087336,0,0,0,0.048246,0.497425,0.529536,0.590459,1
0,0.052817,0,0,0,0.031699,0.778665,0.838219,0.947730,2
0,0.023699,0,0,0,0.008833,0.844656,0.911799,1.032614,2
0,0.161172,0,0,0,0.011029,0.560224,0.592756,0.668035,0
0,0.088913,0,0,0,0.128571,0.309369,0.323444,0.353916,2
0,0.281768,0.005525,0,0,0,0.408013,0.418223,0.468219,0
0,0.060191,0,0,0,0.050686,0.640731,0.687574,0.775751,0
0.008372,0.01907,0,0,0,0.004188,0.782606,0.844581,0.956339,0
0,0.131086,0,0,0,0.015038,0.620807,0.660686,0.745655,0
0,0.069277,0,0,0,0.157789,0.279945,0.292711,0.314801,0
0,0.306358,0,0,0,0,0.477691,0.495478,0.557262,0
0,0.049734,0,0,0,0.067556,0.564158,0.603775,0.675255,0
0.001048,0.014144,0,0,0,0.007862,0.777163,0.839134,0.947492,0
0,0.117216,0,0,0,0.011029,0.643174,0.686002,0.773938,0
0,0.109905,0,0,0,0.139946,0.254659,0.262240,0.279289,0
0,0.106599,0,0,0,0.030612,0.408852,0.431139,0.477969,0
0.007739,0.095443,0.00172,0,0,0.070568,0.469303,0.500057,0.557027,0
0.031676,0.00842,0,0.000802,0,0.002407,0.793936,0.858252,0.971810,1
0.064777,0.125506,0,0,0,0.020325,0.269325,0.282282,0.313978,0
0,0.100105,0,0,0,0.110759,0.285131,0.297249,0.322061,0
0.038462,0,0,0,0,0,0.039050,0.045357,0.040392,0
0.01925,0,0,0,0,0,0.035627,0.041396,0.036106,0
0.076119,0,0,0,0,0,0.022057,0.025606,0.019619,0
0.04461,0,0,0,0,0,0.030599,0.034139,0.030693,0
0,0.116142,0,0,0,0.079803,0.288693,0.298361,0.321557,0
0.071856,0.179641,0,0,0,0,0.095094,0.087503,0.084880,0
0,0.108475,0.00226,0,0,0.056561,0.460232,0.486385,0.542500,0
0.000852,0.024702,0,0,0,0,0.830384,0.896682,1.015498,0
0.041237,0.158076,0.003436,0,0,0,0.469832,0.496406,0.558228,0
0.005639,0.067669,0.00094,0,0,0.0254,0.274637,0.290408,0.310946,1
0.019704,0.039409,0,0,0,0.00495,0.193018,0.204622,0.219187,0
0.057818,0.066775,0.000814,0,0.000815,0.02608,0.298676,0.318262,0.349504,1
0.022939,0.00372,0.00062,0,0,0.001861,0.740826,0.801492,0.905170,0
0,0.195312,0,0,0,0,0.620818,0.658621,0.742364,0
0.031343,0.061692,0.000498,0,0,0.01344,0.585577,0.628335,0.704015,0
0,0.137405,0,0,0,0.015385,0.213035,0.213287,0.227071,0
0,0.073609,0.001197,0,0,0.050299,0.581558,0.622657,0.698173,0
0.042401,0.015419,0.001652,0,0,0.006612,0.676542,0.730918,0.825954,1
0,0.2375,0.004167,0,0,0.004184,0.513823,0.538637,0.605133,0
0,0.130381,0,0,0,0.081281,0.253586,0.259567,0.279137,0
0,0.083832,0,0,0,0.042169,0.388835,0.407522,0.456023,0
0,0.147942,0,0,0,0.066815,0.430578,0.453375,0.506112,0
0.011263,0.022526,0.001609,0,0,0.004831,0.782626,0.844772,0.955946,0
0,0.17037,0,0,0,0,0.601631,0.637654,0.719066,0
0,0.113662,0,0,0,0.049425,0.295743,0.307767,0.330042,0
0,0.012766,0,0,0,0.076923,0.455376,0.487204,0.539345,1
0.004594,0.096478,0.000766,0,0,0.070498,0.577909,0.616654,0.693700,2
0.003025,0.010586,0.001512,0,0,0.007943,0.829320,0.895598,1.013965,2
0.003145,0.04717,0,0,0,0.0347,0.336509,0.362167,0.402971,0
0,0.080412,0,0,0,0.045408,0.302201,0.318478,0.350610,2
0,0.149533,0,0,0,0.00939,0.455876,0.479647,0.535832,0
0,0.092809,0.000836,0,0,0.064435,0.488424,0.520462,0.582627,0
0.018027,0.021532,0.000501,0,0,0.004509,0.739253,0.797814,0.901422,1
0,0.154122,0,0,0,0,0.650166,0.691650,0.781561,0
0,0.091667,0,0,0,0.015495,0.231987,0.239193,0.253591,1
