@relation rabc_sampled_features

@attribute mono_feature1 numeric
@attribute bi_feature10 numeric
@attribute bi_feature165 numeric
@attribute bi_feature735 numeric
@attribute bi_feature843 numeric
@attribute bi_feature1272 numeric
@attribute bi_feature1281 numeric
@attribute bi_feature1393 numeric
@attribute bi_feature1507 numeric
@attribute projection1 numeric
@attribute projection2 numeric
@attribute projection3 numeric
@attribute class {0,1,2}

@data
0,0,0,0,0.023256,0,0,0,0,0.510900,0.541096,0.631857,0
0,0,0,0.003484,0,0.003484,0,0,0,0.246185,0.246703,0.271167,0
0,0,0,0,0.014493,0,0,0,0,0.433640,0.461347,0.536647,2
0,0,0,0.001733,0.003466,0.003466,0.001733,0,0,0.505039,0.543934,0.637011,1
0,0,0,0,0,0,0,0,0,0.669977,0.725739,0.852664,1
0,0,0,0,0.03125,0.015625,0.015625,0,0,0.488555,0.512068,0.596184,0
0,0,0,0.007092,0.014184,0.003546,0.014184,0,0,0.256390,0.256934,0.287366,0
0,0,0,0,0,0,0,0,0,0.549480,0.591719,0.691503,0
0,0,0,0,0.005747,0.005747,0,0,0,0.509586,0.545774,0.635984,0
0,0,0,0,0,0.002252,0,0,0,0.773919,0.838475,0.987846,0
0,0,0,0,0,0,0,0,0,0.623101,0.674100,0.789181,0
0,0,0,0.003922,0.003922,0,0.019608,0,0,0.244505,0.249616,0.276265,0
0,0,0,0,0.014493,0,0,0,0,0.319326,0.335950,0.380985,0
0.00409,0,0,0,0.008197,0.002049,0.002049,0,0,0.355508,0.378495,0.434105,0
0,0,0,0,0.002342,0.002342,0,0,0,0.748288,0.809980,0.953270,0
0,0,0,0,0.047059,0,0,0,0,0.528190,0.561012,0.655972,0
0,0,0,0,0.004082,0.008163,0,0,0,0.213140,0.212306,0.229920,0
0,0,0,0,0.053571,0,0,0,0,0.294801,0.305316,0.348118,0
0.007538,0,0,0,0.002519,0.002519,0,0,0,0.466207,0.501500,0.587839,0
0,0,0,0.001621,0,0.003241,0,0,0,0.703941,0.762888,0.896968,0
0,0,0,0,0.011236,0.022472,0,0,0,0.599086,0.633580,0.741299,0
0,0,0,0,0.008982,0,0.002994,0,0,0.327233,0.339555,0.388175,0
0,0,0,0,0,0,0,0,0,0.305327,0.323800,0.373502,0
0,0,0,0,0.007117,0,0,0,0,0.462783,0.497200,0.579972,0
0,0,0,0,0.001969,0.000984,0.001969,0,0,0.708144,0.767435,0.903723,2
0,0,0,0.011494,0.022989,0,0,0,0,0.571312,0.606205,0.710228,0
0,0,0,0.004032,0.016129,0,0.004032,0,0,0.252048,0.262320,0.298510,0
0,0,0,0,0.016129,0,0,0,0,0.414510,0.442102,0.507491,0
0,0,0,0.002092,0.004184,0.004184,0.002092,0,0,0.499220,0.536480,0.628786,0
0.017383,0,0.001832,0,0,0,0,0,0,0.251286,0.275342,0.316295,1
0.044944,0,0,0,0,0,0,0,0,0.031175,0.041830,0.031155,0
0.013201,0,0,0,0,0,0,0,0,0.045514,0.061046,0.045722,0
0.123077,0,0,0,0,0,0,0,0,0.058345,0.058939,0.054488,0
0.031088,0.002597,0,0,0,0.005195,0,0,0,0.302968,0.327327,0.376588,1
0.006783,0,0,0,0.00097,0,0.00097,0,0.00097,0.609720,0.660588,0.776145,2
0.02439,0,0,0,0,0,0,0,0,0.410443,0.441230,0.512875,0
0.002994,0,0,0,0.006006,0.006006,0.003003,0,0,0.148166,0.151794,0.158083,0
0.024096,0.012195,0.012195,0,0,0,0,0,0,0.160248,0.170682,0.186228,1
0.035484,0,0,0,0,0,0,0,0,0.242193,0.264152,0.298455,0
0.0125,0,0.003755,0.001252,0,0.001252,0.001252,0,0,0.549438,0.596190,0.699535,1
0,0,0,0.011236,0,0,0,0,0,0.564820,0.607178,0.706353,0
0.008264,0,0.004149,0,0.004149,0,0,0,0,0.118522,0.129774,0.130037,1
0,0,0,0,0.033898,0,0,0,0,0.407360,0.430071,0.495330,0
0,0,0,0,0.007624,0.001271,0.002541,0,0,0.611063,0.658856,0.772853,0
0.002299,0,0,0,0,0,0,0,0,0.691330,0.749491,0.881220,0
0,0,0,0,0.042553,0,0,0,0,0.329537,0.349991,0.405077,0
0,0,0,0,0.012232,0,0.003058,0,0,0.262773,0.269613,0.297174,0
0,0,0,0,0.018519,0,0,0,0,0.304264,0.320071,0.360854,0
0,0,0,0.002924,0.005848,0.002924,0.005848,0,0,0.553759,0.596378,0.697120,0
0.017002,0.001548,0.003096,0,0,0.001548,0,0,0,0.531514,0.576388,0.675580,0
0,0,0,0.012658,0,0,0,0,0,0.504449,0.540954,0.632543,0
0,0,0,0.003636,0.007273,0.003636,0.003636,0,0,0.244371,0.250789,0.280211,0
0,0,0,0,0,0,0,0,0,0.307237,0.310080,0.351261,0
0.00361,0,0,0.007246,0.007246,0,0.007246,0,0,0.364176,0.388765,0.448946,0
0,0,0,0.002381,0.002381,0,0.002381,0,0,0.755591,0.820164,0.966690,0
0,0,0,0,0.012821,0.012821,0,0,0,0.524790,0.556945,0.648899,0
0,0,0,0,0.010989,0.007326,0,0,0,0.242098,0.247257,0.273874,0
0,0,0,0,0.016949,0,0,0,0,0.393751,0.417395,0.487503,2
0,0,0,0,0,0,0,0,0,0.408788,0.441829,0.513429,0
0,0,0,0.003401,0.001701,0.004252,0.004252,0,0,0.676117,0.730919,0.859659,1
0,0,0,0.018692,0.009346,0,0.009346,0,0,0.487436,0.521211,0.610434,2
0.015101,0,0,0,0.005042,0.003361,0,0,0,0.324031,0.343243,0.396430,2
0,0,0,0,0.037037,0,0,0,0,0.220529,0.216881,0.239264,0
0,0,0,0.00597,0.01194,0.008955,0.00597,0,0,0.441846,0.472158,0.550269,0
0.019824,0.002208,0,0,0,0.002208,0,0,0,0.446785,0.484319,0.564713,0
0.045977,0,0,0,0.034884,0.011628,0,0,0,0.349804,0.358286,0.413199,0
0.006061,0,0,0,0.015198,0,0,0,0,0.287135,0.300540,0.338642,0
0,0,0,0,0,0,0,0,0,0.154516,0.157525,0.166718,0
0,0,0,0.002008,0.002008,0.004016,0.004016,0,0,0.584255,0.631502,0.739988,0
0,0,0,0,0,0,0,0,0,0.756365,0.820666,0.966201,0
0,0,0,0,0.0125,0.025,0,0,0,0.541922,0.575270,0.673411,0
0,0,0,0.008658,0.012987,0.004329,0.008658,0,0,0.199239,0.197567,0.211385,0
0,0,0,0,0.04,0,0,0,0,0.206389,0.210408,0.228877,0
0.009804,0,0,0.002457,0.009828,0.002457,0.002457,0,0,0.434502,0.466788,0.544716,0
0.008097,0,0.002028,0,0,0,0,0,0,0.653227,0.708341,0.833415,0
0.029126,0,0,0,0,0.009804,0,0,0,0.334800,0.358893,0.412646,0
0.003436,0,0,0,0.017241,0,0.006897,0,0,0.208200,0.205504,0.225019,0
0,0,0,0,0.009804,0,0,0,0,0.441295,0.475346,0.552041,2
0,0,0,0,0.007874,0.011811,0,0,0,0.336504,0.359452,0.414318,0
0,0,0,0,0,0,0,0,0,0.761966,0.827050,0.974497,0
0,0,0,0,0.012987,0,0,0,0,0.452441,0.480767,0.559164,0
0,0,0,0,0.004329,0,0,0,0,0.245574,0.248681,0.271814,0
0,0,0,0,0,0,0,0,0,0.089451,0.088803,0.084309,0
0,0,0,0,0.003717,0,0,0,0,0.491019,0.528978,0.617697,0
0.00159,0,0,0,0,0,0,0,0,0.613336,0.664477,0.780037,0
0,0,0,0,0,0,0,0,0,0.431196,0.451604,0.525362,0
0,0,0,0,0.022321,0.008929,0.004464,0,0,0.192115,0.187111,0.204175,0
0,0,0,0,0.021739,0,0,0,0,0.370517,0.394221,0.454203,0
0,0,0,0.007968,0.003984,0.003984,0.007968,0,0,0.481322,0.516305,0.600402,0
0,0,0,0,0,0,0.002865,0,0,0.804499,0.872275,1.028361,0
0,0,0,0,0.013158,0,0,0,0,0.508324,0.541956,0.633586,0
0,0,0,0.003401,0.006803,0.006803,0.003401,0,0,0.281977,0.285629,0.317710,1
0,0,0,0,0,0,0,0,0,0.374296,0.398457,0.455463,2
0,0,0,0,0.002625,0,0,0,0,0.509575,0.546000,0.635598,1
0.003521,0.001764,0.001764,0.001764,0.001764,0,0.001764,0,0,0.574968,0.622217,0.731307,1
0,0,0.011364,0,0.045455,0.011364,0.011364,0,0,0.343207,0.357078,0.414555,0
0.012712,0,0,0,0.004255,0,0,0,0,0.128178,0.139327,0.141316,0
0,0,0,0,0.016667,0,0.016667,0,0,0.202716,0.211003,0.234686,0
0.00339,0,0.006803,0.003401,0,0.003401,0.003401,0,0,0.345060,0.376306,0.435209,0
0,0,0.002907,0,0,0,0,0,0,0.746498,0.810123,0.954247,0
0,0,0,0,0,0.011628,0,0,0,0.359348,0.371343,0.425835,0
0,0,0,0,0.003717,0.011152,0,0,0,0.199528,0.196800,0.213428,0
0,0,0,0,0.014085,0,0,0,0,0.469117,0.502237,0.580831,1
0,0,0,0.005714,0.008571,0.005714,0.005714,0,0,0.534720,0.574903,0.672217,2
0,0,0,0,0,0.003257,0,0,0,0.790663,0.857744,1.010926,1
0,0,0,0,0,0.012987,0,0,0,0.535961,0.567503,0.661069,0
0,0,0,0,0.009677,0,0,0,0,0.277207,0.279671,0.310625,2
0,0,0,0.02,0,0.02,0.02,0,0,0.343304,0.347356,0.396236,0
0,0,0,0,0.002618,0.007853,0,0,0,0.511077,0.549930,0.642765,1
0,0,0,0,0,0.001669,0.001669,0,0,0.753270,0.815281,0.960342,2
0,0,0,0,0,0,0,0,0,0.558235,0.592903,0.692063,1
0,0,0,0.003597,0.003597,0,0.003597,0,0,0.172807,0.171279,0.180615,1
0,0,0,0,0.017241,0,0,0,0,0.323366,0.339135,0.391400,2
0,0,0.002421,0.002421,0,0.002421,0,0,0,0.357336,0.383548,0.447439,1
0.009642,0,0,0,0.001379,0,0,0,0,0.572882,0.621405,0.729441,0
0,0,0,0.025974,0,0.012987,0,0,0,0.575434,0.612518,0.714067,0
0,0,0,0,0.00361,0.01083,0,0,0.00361,0.278225,0.279084,0.313266,2
0.103448,0,0,0,0,0,0.017544,0,0,0.087026,0.086932,0.087669,0
0,0,0,0.004149,0.004149,0.002075,0.004149,0,0,0.534399,0.577151,0.673933,0
0,0,0,0,0.00495,0.001238,0.001238,0,0,0.702359,0.760554,0.895471,2
0,0,0,0,0.011364,0,0,0,0,0.564433,0.599439,0.701722,0
0.003521,0,0,0,0,0.003534,0,0,0,0.176190,0.180965,0.192187,0
0,0,0,0,0,0,0,0,0,0.266960,0.283944,0.316910,0
0,0,0,0,0,0.002976,0,0,0,0.516697,0.556480,0.650944,0
0,0,0,0,0,0.00157,0,0,0,0.766925,0.831686,0.979847,0
0,0,0,0,0.013889,0.027778,0,0,0,0.509496,0.539000,0.627924,0
0,0,0,0,0.004082,0.004082,0.004082,0,0,0.204911,0.201457,0.215394,0
0,0,0,0.019231,0.038462,0.019231,0,0,0,0.171174,0.170081,0.186024,0
0,0,0,0,0.009709,0,0.003236,0,0,0.486434,0.519194,0.604971,0
0,0,0,0.002227,0.002227,0.002227,0,0,0,0.679270,0.735247,0.864103,0
0,0,0,0,0.043478,0.01087,0,0,0,0.407215,0.428049,0.497352,0
0,0,0,0,0.030973,0,0.004425,0,0,0.192204,0.192436,0.206826,0
0,0,0,0,0,0,0,0,0,0.413948,0.444078,0.512994,1
0,0,0,0,0,0,0,0,0,0.571812,0.618113,0.726220,0
0,0,0,0,0,0,0,0,0,0.760292,0.824991,0.971961,0
0,0,0,0,0.011628,0.011628,0,0,0,0.565024,0.601475,0.704096,0
0,0,0,0,0.007299,0.00365,0,0,0,0.260054,0.258231,0.286153,0
0,0,0,0,0,0,0,0,0,0.248404,0.269138,0.301032,1
0,0,0,0,0.007353,0,0,0,0,0.364894,0.390498,0.455354,0
0.007508,0,0.001504,0,0,0,0.001504,0,0,0.578398,0.626392,0.734340,1
0,0,0,0.019417,0.009709,0.009709,0.019417,0,0,0.312169,0.328041,0.377879,0
0,0,0,0,0,0,0,0,0,0.252285,0.257009,0.282224,0
0,0,0,0,0.016129,0,0,0,0,0.050218,0.049633,0.038808,1
0.025547,0,0.010989,0,0.007326,0,0,0,0,0.208719,0.228129,0.252203,0
0.022866,0,0,0,0,0,0,0,0,0.417866,0.453680,0.529320,0
0,0,0,0,0,0,0,0,0,0.357232,0.381503,0.436569,0
0,0,0,0.003745,0.007491,0.007491,0.003745,0,0,0.264228,0.266706,0.295922,0
0,0,0,0,0,0,0.015625,0,0,0.471447,0.498064,0.576969,0
0,0,0,0.002778,0.008333,0.002778,0.002778,0,0,0.521697,0.559652,0.654931,0
0,0,0,0.001595,0,0.001595,0.007974,0,0,0.669834,0.723417,0.850777,0
0,0,0,0,0.012346,0.012346,0,0,0,0.559134,0.593668,0.693866,0
0.003546,0,0,0,0.017794,0.003559,0,0,0,0.205319,0.206325,0.225088,0
0,0,0,0,0.018519,0,0,0,0,0.368929,0.383907,0.441386,1
0,0,0,0,0.007752,0.003876,0,0,0,0.325461,0.342236,0.387417,0
0,0,0,0.001869,0.001869,0,0.001869,0,0,0.712712,0.771243,0.907788,0
0,0,0,0.013514,0.027027,0.027027,0,0,0,0.477167,0.502969,0.584108,0
0,0,0,0.003937,0.019685,0,0.007874,0,0,0.234952,0.237978,0.263195,0
0,0,0,0,0,0,0,0,0,0.335607,0.356023,0.408029,0
0,0,0,0,0.009804,0,0,0,0,0.380858,0.406916,0.475394,0
0,0,0,0,0.001582,0.001582,0,0,0,0.689988,0.746736,0.878984,0
0,0,0,0,0.030612,0,0,0,0,0.575639,0.614136,0.719557,0
0,0,0,0,0.003236,0,0.003236,0,0,0.265546,0.275562,0.305017,0
0,0,0,0,0,0,0,0,0,0.304826,0.322147,0.365791,0
0,0,0,0,0.010563,0.014085,0.003521,0,0,0.398905,0.424489,0.495150,0
0.001942,0,0,0,0,0.001946,0,0,0,0.736928,0.797738,0.939194,0
0,0,0,0,0.021978,0.010989,0,0,0,0.550400,0.587695,0.688456,0
0,0,0,0,0.006042,0.003021,0.003021,0,0,0.253158,0.260750,0.291168,0
0,0,0,0,0,0,0,0,0,0.316141,0.329850,0.368049,0
0,0,0,0,0.005988,0.005988,0,0,0,0.441202,0.474219,0.552612,1
0.004233,0.001059,0,0,0,0,0.001059,0,0,0.646988,0.700732,0.824627,2
0,0,0,0,0,0,0,0,0,0.491441,0.524260,0.608987,0
0,0,0,0,0.007092,0,0.003546,0,0,0.247834,0.251863,0.279536,1
0,0,0,0,0.012987,0,0,0,0,0.435339,0.460685,0.532350,0
0,0,0,0.004184,0.008368,0,0.004184,0,0,0.350716,0.374789,0.435365,0
0.00432,0,0.002165,0.004329,0.002165,0.002165,0.002165,0,0,0.540303,0.583613,0.684392,0
0,0,0,0,0.013158,0,0,0,0,0.491462,0.522574,0.608796,0
0.003774,0,0.003788,0.003788,0.003788,0.003788,0.007576,0,0,0.152769,0.156418,0.161618,0
0,0,0,0,0.010526,0,0,0,0,0.491107,0.513658,0.595565,1
0,0,0,0.007117,0.010676,0.003559,0.007117,0,0,0.362608,0.386654,0.450343,0
0,0,0,0,0.002,0,0,0,0,0.708046,0.766813,0.901894,0
0,0,0,0.010309,0.020619,0.010309,0.010309,0,0,0.567048,0.602647,0.706328,0
0,0,0,0,0.003226,0,0,0,0,0.243219,0.251239,0.278647,0
0,0,0,0,0,0,0.017544,0,0,0.205306,0.209250,0.229868,0
0,0,0,0,0.007692,0.003846,0.005769,0,0,0.339275,0.363596,0.420802,0
0.009488,0,0,0,0,0,0,0,0,0.568861,0.615759,0.721685,0
0,0,0,0,0.018692,0.018692,0.009346,0,0,0.512841,0.542152,0.634417,0
0.003344,0,0,0,0.003356,0.003356,0.003356,0,0,0.203152,0.212402,0.229969,0
0.012048,0,0,0,0,0,0,0,0,0.268613,0.283614,0.319546,1
0.02934,0,0,0,0.002451,0,0,0,0,0.175105,0.192310,0.210619,0
0.0075,0,0,0.005013,0,0.010025,0.007519,0,0,0.388677,0.419845,0.489254,0
0.076087,0,0,0,0.010989,0.010989,0,0,0,0.305334,0.322598,0.370812,0
0,0,0,0,0.011111,0.007407,0,0,0,0.192987,0.191220,0.204774,0
0,0,0,0,0,0,0,0,0,0.336102,0.347813,0.393401,0
0.008746,0,0,0,0.002924,0,0,0,0,0.374128,0.401510,0.465375,0
0.004228,0,0.002119,0,0.002119,0,0,0,0,0.683184,0.739635,0.870939,0
0,0,0,0.011236,0.033708,0.022472,0.011236,0,0,0.535237,0.569178,0.667722,0
0,0,0,0,0.006826,0.003413,0.003413,0,0,0.278223,0.288713,0.323108,0
0,0,0,0,0,0,0,0,0,0.293701,0.305545,0.344791,0
0.003745,0,0,0.003759,0.003759,0.007519,0,0,0,0.378232,0.404647,0.471433,0
0,0,0,0,0.001534,0.001534,0,0,0,0.710359,0.767181,0.902167,1
0,0,0,0,0.022472,0.022472,0,0,0,0.540477,0.577924,0.677651,0
0,0,0,0.003289,0,0.003289,0.009868,0,0,0.291063,0.302930,0.340525,0
0,0,0,0.016393,0.032787,0.016393,0.032787,0,0,0.394662,0.407722,0.469405,0
0,0,0,0,0.006667,0.013333,0,0,0,0.474543,0.508631,0.594215,0
0,0,0,0.004684,0.002342,0.004684,0.002342,0,0,0.679708,0.734205,0.863504,0
0,0,0,0,0.034091,0.011364,0,0,0,0.521660,0.550254,0.643870,0
0,0,0,0,0.01487,0.003717,0,0,0,0.187964,0.188070,0.201515,0
0,0,0,0,0.020408,0,0,0,0,0.292258,0.302053,0.341479,0
0,0,0,0,0.006748,0.005398,0,0,0,0.606165,0.653562,0.767613,2
0,0,0,0,0,0,0,0,0,0.732050,0.791241,0.931034,1
0,0,0,0,0.019802,0.009901,0,0,0,0.571841,0.607648,0.712074,0
0,0,0,0,0.003135,0,0,0,0,0.265512,0.276140,0.306079,0
0,0,0,0,0.035714,0,0,0,0,0.120098,0.116308,0.119286,0
0,0,0,0,0.011719,0.007812,0,0,0,0.314291,0.333365,0.386824,0
0.012214,0,0,0,0,0,0,0,0,0.699867,0.757867,0.891625,0
0,0,0,0.022222,0.011111,0.011111,0,0,0,0.556234,0.589298,0.689157,0
0,0,0,0,0.003731,0.003731,0.007463,0,0,0.201012,0.200656,0.214766,0
0,0,0,0,0.02439,0,0,0,0,0.171671,0.169677,0.188087,1
0.003195,0,0,0,0.00641,0,0,0,0,0.327779,0.349925,0.405039,0
0,0,0,0.002439,0,0.014634,0.002439,0,0,0.674856,0.725642,0.852885,0
0,0,0,0,0.011494,0,0,0,0,0.538234,0.573127,0.670709,0
0,0,0,0.003497,0.003497,0.003497,0,0,0,0.289179,0.300870,0.335835,1
0.038462,0,0,0,0,0,0,0,0,0.174733,0.183617,0.193008,0
0.009058,0,0,0.00363,0.00726,0.005445,0.001815,0,0,0.528152,0.569367,0.665388,0
0.005263,0.002635,0.001318,0,0,0,0.001318,0,0,0.561166,0.608011,0.714020,1
0,0,0,0,0,0,0,0,0,0.531397,0.562942,0.656736,0
0,0,0,0,0.005168,0,0,0,0,0.230629,0.241607,0.264848,1
0,0,0,0,0.019231,0.019231,0,0,0,0.243468,0.238531,0.268807,0
0.006897,0,0,0.00692,0.017301,0.00692,0.00692,0,0,0.379694,0.404226,0.467541,0
0,0,0,0,0.002874,0,0,0,0,0.747257,0.810373,0.955225,0
0,0,0,0.023529,0.011765,0.023529,0.011765,0,0,0.550642,0.585850,0.685672,0
0,0,0,0.003559,0.017794,0.003559,0.003559,0,0,0.261060,0.270404,0.300979,0
0.070175,0,0,0,0,0,0,0,0,0.133112,0.137430,0.140051,0
0.002762,0,0,0.00554,0.01108,0,0.00554,0,0,0.206218,0.223964,0.252329,0
0.020333,0,0.001852,0.001852,0,0.001852,0.001852,0,0,0.529446,0.572918,0.671505,1
0,0,0,0,0.012821,0.012821,0,0,0,0.462082,0.482601,0.560755,0
0.007782,0,0,0,0,0,0,0,0,0.148003,0.150629,0.152996,0
0,0,0,0,0.033333,0,0,0,0,0.392910,0.405848,0.463634,0
0,0,0,0,0.004684,0.004684,0,0,0,0.541492,0.582812,0.682999,0
0.012784,0,0,0,0,0.001422,0.001422,0,0,0.591339,0.640876,0.753070,0
0,0,0,0,0.043011,0.010753,0,0,0,0.436447,0.459848,0.535250,0
0,0,0,0,0.006309,0,0,0,0,0.225600,0.231202,0.252644,0
0,0,0,0,0,0,0,0,0,0.273190,0.273587,0.306581,0
0,0,0.002242,0.002242,0.008969,0,0.002242,0,0,0.520670,0.562626,0.658393,0
0,0,0,0,0,0,0,0,0,0.721270,0.780743,0.918156,0
0,0,0,0.025,0.0125,0.0125,0.025,0,0,0.466201,0.498163,0.579932,0
0.025,0,0,0,0.007168,0.003584,0,0,0,0.179246,0.181002,0.188432,0
0,0,0,0,0.028571,0,0,0,0,0.402695,0.420172,0.479487,0
0,0,0,0.00295,0.011799,0,0.00295,0,0,0.392293,0.420790,0.489647,0
0,0,0,0.001681,0,0.008403,0,0,0,0.729606,0.787897,0.927590,0
0,0,0,0,0.024691,0,0,0,0,0.495082,0.525171,0.613658,0
0,0,0,0,0.006369,0,0,0,0,0.271904,0.281338,0.311677,0
0,0,0,0,0,0,0,0,0,0.081551,0.085173,0.076358,0
0,0,0,0,0.011152,0,0.007435,0,0,0.296798,0.314732,0.362537,0
0,0,0,0,0,0.002611,0.002611,0,0,0.698672,0.752710,0.884526,0
0,0,0,0,0.038462,0,0,0,0,0.485435,0.511261,0.597219,0
0.01087,0,0,0,0.003636,0,0,0,0,0.129164,0.130099,0.131401,1
0,0,0,0,0.056604,0,0,0,0,0.330249,0.342662,0.389872,0
0,0,0,0,0.007299,0,0,0,0,0.419761,0.450341,0.524906,0
0,0,0,0,0,0.006928,0,0,0,0.738112,0.797373,0.938767,1
0,0,0,0.012195,0,0.012195,0.012195,0,0,0.565482,0.601183,0.700331,0
0,0,0,0.003891,0.003891,0,0,0,0,0.212895,0.214854,0.234642,0
0,0,0,0.022222,0.044444,0.022222,0.022222,0,0,0.278209,0.267938,0.301625,0
0.013158,0,0,0.006601,0,0.0033,0.006601,0,0,0.399153,0.428165,0.498652,0
0.002358,0,0,0.004728,0,0.004728,0.004728,0,0,0.675556,0.731617,0.861590,0
0,0,0,0.011765,0.011765,0,0.023529,0,0,0.396075,0.422219,0.487259,0
0.008646,0,0,0,0.00578,0.00289,0,0,0,0.191938,0.198435,0.215401,0
0,0,0,0,0,0,0,0,0,0.114996,0.110694,0.111161,0
0,0,0,0,0.004717,0.004717,0,0,0,0.520181,0.560576,0.655844,0
0,0,0.002591,0.002591,0,0.002591,0.002591,0,0,0.690947,0.748287,0.880599,0
0,0,0.011494,0.011494,0.011494,0.011494,0.011494,0,0,0.333306,0.352149,0.407745,0
0.004032,0,0,0,0.008097,0,0.004049,0,0,0.193030,0.198874,0.215470,0
0,0,0,0,0,0,0,0,0,0.421610,0.446205,0.509435,1
0,0,0,0,0,0.001959,0.000979,0,0,0.676166,0.730875,0.860241,2
0,0,0,0,0,0,0,0,0,0.746010,0.807291,0.950419,2
0,0,0,0.012346,0,0.037037,0.012346,0,0,0.464459,0.484311,0.562145,0
0,0,0,0,0,0,0,0,0,0.252988,0.260634,0.289754,2
0,0,0,0,0.056604,0.018868,0.018868,0,0,0.330291,0.330007,0.378829,0
0,0,0,0.001992,0.001992,0.007968,0.003984,0,0,0.538585,0.581088,0.680677,0
0.00155,0.001553,0,0,0.001553,0.004658,0,0,0,0.679242,0.733773,0.863585,0
0,0,0,0,0.012658,0.025316,0,0,0,0.542447,0.574651,0.670747,0
0,0,0,0,0,0,0,0,0,0.214535,0.219685,0.241418,0
0,0,0,0,0.058824,0,0,0,0,0.390414,0.402577,0.466565,0
0,0,0,0,0.008929,0.002976,0,0,0,0.457240,0.489481,0.569650,0
0,0,0,0,0,0.001751,0,0,0,0.669842,0.725451,0.853685,0
0,0,0,0,0.012346,0,0,0,0,0.554700,0.585962,0.684125,0
0,0,0,0,0.009091,0.004545,0,0,0,0.190410,0.189326,0.205403,0
0,0,0,0,0.017241,0,0.017241,0,0,0.353552,0.367799,0.417178,0
0.002865,0,0,0,0.005747,0.002874,0.002874,0,0,0.369856,0.396050,0.461203,0
0.020053,0,0,0,0.001339,0.001339,0,0,0,0.690374,0.748042,0.881168,1
0.013514,0,0,0,0.013699,0,0,0,0,0.204963,0.214549,0.240432,0
